Sample	-247.5	-242.5	-237.5	-232.5	-227.5	-222.5	-217.5	-212.5	-207.5	-202.5	-197.5	-192.5	-187.5	-182.5	-177.5	-172.5	-167.5	-162.5	-157.5	-152.5	-147.5	-142.5	-137.5	-132.5	-127.5	-122.5	-117.5	-112.5	-107.5	-102.5	-97.5	-92.5	-87.5	-82.5	-77.5	-72.5	-67.5	-62.5	-57.5	-52.5	-47.5	-42.5	-37.5	-32.5	-27.5	-22.5	-17.5	-12.5	-7.5	-2.5	2.5	7.5	12.5	17.5	22.5	27.5	32.5	37.5	42.5	47.5	52.5	57.5	62.5	67.5	72.5	77.5	82.5	87.5	92.5	97.5	102.5	107.5	112.5	117.5	122.5	127.5	132.5	137.5	142.5	147.5	152.5	157.5	162.5	167.5	172.5	177.5	182.5	187.5	192.5	197.5	202.5	207.5	212.5	217.5	222.5	227.5	232.5	237.5	242.5	247.5
ES100_SEM19-140_Control-lipid_0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	14.0	26.0	28.0	34.0	46.0	42.0	42.0	43.0	84.0	818.0	1005.0	1148.0	1517.0	1954.0	2338.0	2977.0	3705.0	4615.0	5805.0	7078.0	8501.0	9601.0	11604.0	13379.0	14602.0	16408.0	18352.0	19856.0	21273.0	22033.0	23079.0	23555.0	23821.0	25223.0	24838.0	24066.0	25000.0	24949.0	24798.0	24661.0	23999.0	23264.0	22497.0	21400.0	20238.0	19585.0	19071.0	18099.0	17846.0	17126.0	16208.0	15203.0	14871.0	13928.0	13527.0	12989.0	12098.0	12156.0	11988.0
ES101_SEM19-140_Control-lipid_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	28.0	48.0	52.0	55.0	47.0	51.0	61.0	57.0	52.0	102.0	826.0	857.0	1038.0	1263.0	1457.0	1728.0	1823.0	2199.0	2518.0	3100.0	3589.0	4280.0	4715.0	5621.0	6644.0	7373.0	8396.0	9371.0	10485.0	11453.0	12331.0	13787.0	14457.0	15392.0	17024.0	18507.0	18396.0	20674.0	21085.0	21855.0	22411.0	23053.0	22794.0	23520.0	22851.0	23024.0	22298.0	22144.0	21053.0	21453.0	20721.0	20046.0	18901.0	18845.0	18126.0	17306.0	17063.0	16288.0	16150.0	15841.0
ES102_SEM19-140_Control-lipid_21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	32.0	40.0	27.0	33.0	40.0	51.0	64.0	67.0	138.0	1059.0	1148.0	1398.0	2122.0	2381.0	3025.0	3664.0	4622.0	5520.0	7078.0	8210.0	9499.0	11477.0	12790.0	14710.0	16063.0	17540.0	19180.0	20544.0	20931.0	21826.0	22717.0	23122.0	23767.0	24408.0	23956.0	23635.0	24594.0	23795.0	24139.0	23716.0	23470.0	21899.0	21677.0	20950.0	19808.0	18942.0	18808.0	17140.0	16733.0	16297.0	15312.0	14508.0	14348.0	13444.0	12983.0	12602.0	12010.0	11760.0	11702.0
ES103_625_Control-lipid_0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	16.0	35.0	41.0	42.0	47.0	44.0	52.0	82.0	139.0	272.0	1286.0	1579.0	2135.0	2761.0	3615.0	4762.0	5865.0	6974.0	8365.0	10063.0	11991.0	13735.0	15330.0	17747.0	19091.0	20102.0	21768.0	23018.0	23523.0	24127.0	24245.0	24644.0	24337.0	24675.0	24523.0	24688.0	23921.0	23999.0	23178.0	23431.0	22720.0	22132.0	20609.0	20606.0	19155.0	18428.0	17767.0	17099.0	16027.0	15731.0	15067.0	14042.0	13495.0	12733.0	12517.0	12054.0	11480.0	10985.0	10889.0	10394.0
ES104_625_Control-lipid_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	41.0	42.0	35.0	46.0	62.0	55.0	63.0	99.0	179.0	342.0	1269.0	1626.0	2223.0	2899.0	4025.0	5075.0	6345.0	7902.0	9270.0	11075.0	12804.0	14615.0	16381.0	18021.0	19575.0	20852.0	21881.0	23383.0	24202.0	24062.0	24622.0	24565.0	24513.0	24105.0	24475.0	23945.0	23312.0	23306.0	22790.0	22036.0	21972.0	21436.0	19755.0	20092.0	18930.0	17724.0	17307.0	16661.0	15514.0	15378.0	14358.0	13122.0	13124.0	12680.0	12194.0	11756.0	11227.0	10561.0	10281.0	10029.0
ES105_625_Control-lipid_21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	27.0	22.0	28.0	18.0	28.0	24.0	44.0	66.0	95.0	1037.0	1231.0	1599.0	2168.0	2757.0	3724.0	4507.0	5689.0	7211.0	9100.0	11339.0	12874.0	14933.0	17004.0	18847.0	19941.0	21124.0	22406.0	22925.0	23530.0	23388.0	23654.0	24619.0	24078.0	23817.0	23844.0	23602.0	23337.0	23028.0	22927.0	22399.0	21714.0	20701.0	20190.0	19076.0	18659.0	17474.0	17002.0	16271.0	15751.0	15126.0	14353.0	13682.0	13284.0	12894.0	12171.0	12172.0	11486.0	11332.0	10899.0
ES10_172_Control-protein_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	33.0	46.0	33.0	43.0	40.0	60.0	57.0	68.0	132.0	236.0	1090.0	1325.0	1852.0	2595.0	3436.0	4611.0	5863.0	7487.0	9024.0	11233.0	13204.0	14769.0	16806.0	18721.0	20536.0	21682.0	23009.0	23632.0	24347.0	24764.0	24777.0	24600.0	24549.0	24825.0	24797.0	23794.0	23193.0	23101.0	23261.0	22401.0	21724.0	21338.0	20208.0	19957.0	18511.0	17833.0	17006.0	16384.0	15526.0	14698.0	14271.0	13607.0	12951.0	12724.0	12240.0	11548.0	11215.0	10827.0	10685.0	9980.0
ES11_172_Control-protein_21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	55.0	66.0	79.0	62.0	67.0	36.0	57.0	55.0	56.0	80.0	793.0	989.0	1147.0	1367.0	1733.0	2247.0	2704.0	3326.0	4388.0	5630.0	6769.0	8287.0	9991.0	11554.0	13607.0	15027.0	16490.0	18293.0	19895.0	21013.0	22333.0	22488.0	23524.0	24249.0	24948.0	24527.0	24673.0	24812.0	24449.0	24391.0	24247.0	23530.0	22420.0	22665.0	20984.0	20016.0	19433.0	19150.0	17864.0	17561.0	16521.0	15576.0	15186.0	14572.0	13942.0	13577.0	12936.0	12251.0	11871.0	11427.0
ES12_209_MG-lipid_0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	56.0	46.0	46.0	41.0	33.0	37.0	59.0	63.0	71.0	907.0	966.0	1235.0	1389.0	1990.0	2510.0	3151.0	4014.0	5012.0	6522.0	8204.0	9710.0	11553.0	13626.0	15779.0	17061.0	18678.0	20116.0	21595.0	22440.0	23749.0	23955.0	23806.0	24330.0	24308.0	24270.0	24046.0	24349.0	23660.0	23477.0	22753.0	23123.0	21576.0	21341.0	20743.0	19715.0	19007.0	18072.0	17332.0	16857.0	16085.0	15064.0	14666.0	14501.0	14215.0	13563.0	12847.0	12125.0	12018.0	11467.0
