GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0006278,RNA-dependent DNA biosynthetic process,79,9,1.21,2.7e-06,0.0321
GO:0044826,viral genome integration into host DNA,20,5,0.31,9.7e-06,0.0385
GO:0075713,establishment of integrated proviral latency,20,5,0.31,9.7e-06,0.0385
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,6,0.63,3.2e-05,0.0952
GO:0015074,DNA integration,33,5,0.5,0.00013,0.3094
GO:0097112,gamma-aminobutyric acid receptor clustering,3,2,0.05,0.00069,1
GO:0046718,viral entry into host cell,51,5,0.78,0.00101,1
GO:0051988,regulation of attachment of spindle microtubules to kinetochore,8,2,0.12,0.00608,1
GO:0006310,DNA recombination,160,6,2.44,0.00700,1
GO:1900264,positive regulation of DNA-directed DNA polymerase activity,11,2,0.17,0.01160,1
GO:0019068,virion assembly,32,3,0.49,0.01243,1
GO:0032960,regulation of inositol trisphosphate biosynthetic process,2,2,0.03,0.01512,1
GO:0032962,positive regulation of inositol trisphosphate biosynthetic process,1,1,0.02,0.01526,1
GO:0046947,hydroxylysine biosynthetic process,1,1,0.02,0.01526,1
GO:0055113,epiboly involved in gastrulation with mouth forming second,1,1,0.02,0.01526,1
GO:1901662,quinone catabolic process,1,1,0.02,0.01526,1
GO:0032078,negative regulation of endodeoxyribonuclease activity,1,1,0.02,0.01526,1
GO:0043377,negative regulation of CD8-positive; alpha-beta T cell differentiation,1,1,0.02,0.01526,1
GO:0055096,low-density lipoprotein particle mediated signaling,1,1,0.02,0.01526,1
GO:1990092,calcium-dependent self proteolysis,1,1,0.02,0.01526,1
GO:0006772,thiamine metabolic process,1,1,0.02,0.01526,1
GO:0034371,chylomicron remodeling,1,1,0.02,0.01526,1
GO:0014718,positive regulation of satellite cell activation involved in skeletal muscle regeneration,1,1,0.02,0.01526,1
GO:1905799,regulation of intraciliary retrograde transport,1,1,0.02,0.01526,1
GO:0000915,actomyosin contractile ring assembly,1,1,0.02,0.01526,1
GO:0035902,response to immobilization stress,1,1,0.02,0.01526,1
GO:0032571,response to vitamin K,1,1,0.02,0.01526,1
GO:0051256,mitotic spindle midzone assembly,1,1,0.02,0.01526,1
GO:0043157,response to cation stress,1,1,0.02,0.01526,1
GO:0051968,positive regulation of synaptic transmission; glutamatergic,1,1,0.02,0.01526,1
GO:0006564,L-serine biosynthetic process,1,1,0.02,0.01526,1
GO:0019230,proprioception,1,1,0.02,0.01526,1
GO:0097155,fasciculation of sensory neuron axon,1,1,0.02,0.01526,1
GO:2000538,positive regulation of B cell chemotaxis,1,1,0.02,0.01526,1
GO:1905835,cellular response to pyrimidine ribonucleotide,1,1,0.02,0.01526,1
GO:1902483,cytotoxic T cell pyroptotic process,1,1,0.02,0.01526,1
GO:0071641,negative regulation of macrophage inflammatory protein 1 alpha production,1,1,0.02,0.01526,1
GO:0071644,negative regulation of chemokine (C-C motif) ligand 4 production,1,1,0.02,0.01526,1
GO:0045234,protein palmitoleylation,1,1,0.02,0.01526,1
GO:0106040,regulation of GABA-A receptor activity,1,1,0.02,0.01526,1
GO:1904717,regulation of AMPA glutamate receptor clustering,1,1,0.02,0.01526,1
GO:1903612,positive regulation of calcium-dependent ATPase activity,1,1,0.02,0.01526,1
GO:0010533,regulation of activation of Janus kinase activity,1,1,0.02,0.01526,1
GO:0070315,G1 to G0 transition involved in cell differentiation,1,1,0.02,0.01526,1
GO:0006952,defense response,434,7,6.62,0.02772,1
GO:0006508,proteolysis,739,12,11.28,0.02901,1
GO:0007586,digestion,21,3,0.32,0.02980,1
GO:0008272,sulfate transport,5,2,0.08,0.03002,1
GO:0098856,intestinal lipid absorption,7,2,0.11,0.03003,1
GO:0071277,cellular response to calcium ion,18,2,0.27,0.03011,1
