GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0006412,translation,352,240,167.79,8.0e-19,0
GO:0002181,cytoplasmic translation,42,26,20.02,6.5e-05,0.3868
GO:0032981,mitochondrial respiratory chain complex I assembly,41,31,19.54,0.00024,0.7438
GO:0015074,DNA integration,33,26,15.73,0.00025,0.7438
GO:0006310,DNA recombination,160,83,76.27,0.00049,1
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,30,19.54,0.00076,1
GO:0042274,ribosomal small subunit biogenesis,24,20,11.44,0.00125,1
GO:0042273,ribosomal large subunit biogenesis,29,20,13.82,0.00374,1
GO:0031295,T cell costimulation,9,9,4.29,0.00556,1
GO:0007020,microtubule nucleation,14,11,6.67,0.00722,1
GO:0035269,protein O-linked mannosylation,10,9,4.77,0.00722,1
GO:1905515,non-motile cilium assembly,28,18,13.35,0.00972,1
GO:0006278,RNA-dependent DNA biosynthetic process,79,45,37.66,0.01112,1
GO:0001881,receptor recycling,20,15,9.53,0.01165,1
GO:0014032,neural crest cell development,16,10,7.63,0.01172,1
GO:0075713,establishment of integrated proviral latency,20,15,9.53,0.01219,1
GO:0044826,viral genome integration into host DNA,20,15,9.53,0.01219,1
GO:0006275,regulation of DNA replication,64,37,30.51,0.01432,1
GO:0060271,cilium assembly,130,78,61.97,0.01514,1
GO:0006120,mitochondrial electron transport; NADH to ubiquinone,17,12,8.1,0.01892,1
GO:0036211,protein modification process,1658,744,790.31,0.02252,1
GO:0070585,protein localization to mitochondrion,46,27,21.93,0.02447,1
GO:0042255,ribosome assembly,28,18,13.35,0.02449,1
GO:0034101,erythrocyte homeostasis,77,41,36.7,0.02450,1
GO:0006986,response to unfolded protein,55,30,26.22,0.02452,1
GO:0014029,neural crest formation,5,5,2.38,0.02457,1
GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,5,5,2.38,0.02457,1
GO:0033615,mitochondrial proton-transporting ATP synthase complex assembly,5,5,2.38,0.02457,1
GO:0042744,hydrogen peroxide catabolic process,5,5,2.38,0.02457,1
GO:0032049,cardiolipin biosynthetic process,5,5,2.38,0.02457,1
GO:0045792,negative regulation of cell size,5,5,2.38,0.02457,1
GO:0006413,translational initiation,75,44,35.75,0.02464,1
GO:0033617,mitochondrial cytochrome c oxidase assembly,8,7,3.81,0.02601,1
GO:0042532,negative regulation of tyrosine phosphorylation of STAT protein,8,7,3.81,0.02601,1
GO:0001682,tRNA 5'-leader removal,8,7,3.81,0.02601,1
GO:0032543,mitochondrial translation,35,25,16.68,0.03152,1
GO:0006749,glutathione metabolic process,24,18,11.44,0.03165,1
GO:0006366,transcription by RNA polymerase II,754,325,359.41,0.03526,1
GO:0007224,smoothened signaling pathway,57,36,27.17,0.03603,1
GO:0007186,G protein-coupled receptor signaling pathway,222,104,105.82,0.03657,1
GO:0007026,negative regulation of microtubule depolymerization,10,8,4.77,0.03999,1
GO:0050860,negative regulation of T cell receptor signaling pathway,10,8,4.77,0.03999,1
GO:0015937,coenzyme A biosynthetic process,10,8,4.77,0.03999,1
GO:0045582,positive regulation of T cell differentiation,37,24,17.64,0.04818,1
GO:0030218,erythrocyte differentiation,72,36,34.32,0.04821,1
GO:0030488,tRNA methylation,15,13,7.15,0.04822,1
GO:0045060,negative thymic T cell selection,7,6,3.34,0.04848,1
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,24,10,11.44,0.04880,1
GO:0060828,regulation of canonical Wnt signaling pathway,98,41,46.71,0.04915,1
GO:0046718,viral entry into host cell,51,29,24.31,0.05100,1
