GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0007229,integrin-mediated signaling pathway,40,24,8.44,1.1e-06,0.0131
GO:0006954,inflammatory response,195,71,41.12,6.6e-06,0.0393
GO:0045730,respiratory burst,13,7,2.74,0.00041,1
GO:1900227,positive regulation of NLRP3 inflammasome complex assembly,5,5,1.05,0.00041,1
GO:0018108,peptidyl-tyrosine phosphorylation,108,40,22.78,0.00053,1
GO:0032755,positive regulation of interleukin-6 production,35,16,7.38,0.00094,1
GO:0045087,innate immune response,173,64,36.48,0.00099,1
GO:0071526,semaphorin-plexin signaling pathway,12,8,2.53,0.00120,1
GO:0060379,cardiac muscle cell myoblast differentiation,4,4,0.84,0.00197,1
GO:0032700,negative regulation of interleukin-17 production,4,4,0.84,0.00197,1
GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,11,8,2.32,0.00204,1
GO:0061098,positive regulation of protein tyrosine kinase activity,10,6,2.11,0.00205,1
GO:0030509,BMP signaling pathway,55,16,11.6,0.00240,1
GO:0070374,positive regulation of ERK1 and ERK2 cascade,58,22,12.23,0.00240,1
GO:0050829,defense response to Gram-negative bacterium,13,9,2.74,0.00268,1
GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,11,7,2.32,0.00270,1
GO:0006952,defense response,434,151,91.53,0.00323,1
GO:0048538,thymus development,26,12,5.48,0.00367,1
GO:0045669,positive regulation of osteoblast differentiation,23,11,4.85,0.00382,1
GO:2000249,regulation of actin cytoskeleton reorganization,16,10,3.37,0.00401,1
GO:0045214,sarcomere organization,9,6,1.9,0.00405,1
GO:0030335,positive regulation of cell migration,182,61,38.38,0.00501,1
GO:0060326,cell chemotaxis,91,32,19.19,0.00571,1
GO:0006909,phagocytosis,72,26,15.18,0.00576,1
GO:0070493,thrombin-activated receptor signaling pathway,8,6,1.69,0.00592,1
GO:0051897,positive regulation of protein kinase B signaling,34,14,7.17,0.00622,1
GO:0051649,establishment of localization in cell,848,165,178.83,0.00647,1
GO:0034341,response to interferon-gamma,40,19,8.44,0.00803,1
GO:0070528,protein kinase C signaling,9,6,1.9,0.00817,1
GO:0000302,response to reactive oxygen species,68,18,14.34,0.00818,1
GO:0007033,vacuole organization,102,23,21.51,0.00823,1
GO:0045071,negative regulation of viral genome replication,14,7,2.95,0.00832,1
GO:0002230,positive regulation of defense response to virus by host,10,6,2.11,0.00833,1
GO:0009653,anatomical structure morphogenesis,773,212,163.02,0.00837,1
GO:0042742,defense response to bacterium,54,24,11.39,0.00863,1
GO:0016525,negative regulation of angiogenesis,25,11,5.27,0.00894,1
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,54,24,11.39,0.00908,1
GO:2000573,positive regulation of DNA biosynthetic process,40,14,8.44,0.00930,1
GO:0003009,skeletal muscle contraction,7,6,1.48,0.00932,1
GO:0072112,glomerular visceral epithelial cell differentiation,6,4,1.27,0.00936,1
GO:0070106,interleukin-27-mediated signaling pathway,3,3,0.63,0.00936,1
GO:0070837,dehydroascorbic acid transport,3,3,0.63,0.00936,1
GO:0035912,dorsal aorta morphogenesis,3,3,0.63,0.00936,1
GO:0010756,positive regulation of plasminogen activation,3,3,0.63,0.00936,1
GO:0008217,regulation of blood pressure,35,15,7.38,0.00955,1
GO:0009636,response to toxic substance,36,12,7.59,0.00969,1
GO:0030163,protein catabolic process,490,83,103.34,0.01044,1
GO:0051092,positive regulation of NF-kappaB transcription factor activity,69,23,14.55,0.01195,1
GO:0051607,defense response to virus,91,29,19.19,0.01205,1
GO:0003007,heart morphogenesis,61,19,12.86,0.01297,1
