GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0006412,translation,352,151,90.45,1.5e-19,0
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,25,10.54,5.8e-07,0.0026
GO:0002181,cytoplasmic translation,42,20,10.79,8.0e-07,0.0026
GO:0015074,DNA integration,33,22,8.48,8.6e-07,0.0026
GO:0042274,ribosomal small subunit biogenesis,24,12,6.17,4.8e-06,0.009
GO:0075713,establishment of integrated proviral latency,20,15,5.14,5.3e-06,0.009
GO:0044826,viral genome integration into host DNA,20,15,5.14,5.3e-06,0.009
GO:0006310,DNA recombination,160,53,41.12,1.5e-05,0.0223
GO:0006278,RNA-dependent DNA biosynthetic process,79,29,20.3,4.3e-05,0.0569
GO:0046718,viral entry into host cell,51,23,13.11,7.5e-05,0.0893
GO:0006281,DNA repair,244,66,62.7,0.00031,0.3354
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,14,10,3.6,0.00043,0.4265
GO:0050790,regulation of catalytic activity,669,151,171.91,0.00084,0.769
GO:0034101,erythrocyte homeostasis,77,25,19.79,0.00111,0.9436
GO:0019068,virion assembly,32,14,8.22,0.00204,1
GO:0007023,post-chaperonin tubulin folding pathway,4,4,1.03,0.00435,1
GO:0050908,detection of light stimulus involved in visual perception,4,4,1.03,0.00435,1
GO:0006999,nuclear pore organization,10,5,2.57,0.00435,1
GO:0006364,rRNA processing,84,30,21.59,0.00445,1
GO:0071539,protein localization to centrosome,22,13,5.65,0.00503,1
GO:0032418,lysosome localization,32,12,8.22,0.00667,1
GO:0006468,protein phosphorylation,683,170,175.51,0.01239,1
GO:0006355,regulation of transcription; DNA-templated,1141,283,293.2,0.01274,1
GO:0007286,spermatid development,48,17,12.33,0.01334,1
GO:0007186,G protein-coupled receptor signaling pathway,222,66,57.05,0.01449,1
GO:0055091,phospholipid homeostasis,7,5,1.8,0.01452,1
GO:0050852,T cell receptor signaling pathway,51,19,13.11,0.01487,1
GO:0006139,nucleobase-containing compound metabolic process,2199,584,565.08,0.01640,1
GO:0051170,import into nucleus,71,25,18.24,0.01681,1
GO:0030299,intestinal cholesterol absorption,5,5,1.28,0.01690,1
GO:0003351,epithelial cilium movement involved in extracellular fluid movement,7,5,1.8,0.01692,1
GO:0019509,L-methionine salvage from methylthioadenosine,3,3,0.77,0.01695,1
GO:0001732,formation of cytoplasmic translation initiation complex,3,3,0.77,0.01695,1
GO:0097112,gamma-aminobutyric acid receptor clustering,3,3,0.77,0.01695,1
GO:1900029,positive regulation of ruffle assembly,3,3,0.77,0.01695,1
GO:0046832,negative regulation of RNA export from nucleus,3,3,0.77,0.01695,1
GO:1902255,positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator,3,3,0.77,0.01695,1
GO:0048172,regulation of short-term neuronal synaptic plasticity,3,3,0.77,0.01695,1
GO:2000435,negative regulation of protein neddylation,3,3,0.77,0.01695,1
GO:0060059,embryonic retina morphogenesis in camera-type eye,3,3,0.77,0.01695,1
GO:0014051,gamma-aminobutyric acid secretion,3,3,0.77,0.01695,1
GO:0050917,sensory perception of umami taste,3,3,0.77,0.01695,1
GO:0090179,planar cell polarity pathway involved in neural tube closure,3,3,0.77,0.01695,1
GO:0010833,telomere maintenance via telomere lengthening,42,8,10.79,0.01709,1
GO:0042255,ribosome assembly,28,14,7.2,0.01713,1
GO:0019227,neuronal action potential propagation,5,4,1.28,0.01728,1
GO:0036158,outer dynein arm assembly,5,4,1.28,0.01728,1
GO:0016573,histone acetylation,95,26,24.41,0.01733,1
GO:0050890,cognition,81,27,20.81,0.02016,1
GO:0045292,mRNA cis splicing; via spliceosome,17,9,4.37,0.02027,1
