GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0010226,response to lithium ion,6,3,0.14,0.00050,1
GO:0000050,urea cycle,2,2,0.05,0.00051,1
GO:0032286,central nervous system myelin maintenance,2,2,0.05,0.00051,1
GO:0060971,embryonic heart tube left/right pattern formation,2,2,0.05,0.00051,1
GO:0032696,negative regulation of interleukin-13 production,2,2,0.05,0.00051,1
GO:0006952,defense response,434,22,9.81,0.00071,1
GO:0045429,positive regulation of nitric oxide biosynthetic process,9,3,0.2,0.00086,1
GO:0048731,system development,1394,51,31.51,0.00110,1
GO:0030913,paranodal junction assembly,3,2,0.07,0.00150,1
GO:1900745,positive regulation of p38MAPK cascade,13,3,0.29,0.00274,1
GO:0051591,response to cAMP,19,3,0.43,0.00293,1
GO:0042450,arginine biosynthetic process via ornithine,4,2,0.09,0.00296,1
GO:0046697,decidualization,4,2,0.09,0.00296,1
GO:0030851,granulocyte differentiation,21,4,0.47,0.00338,1
GO:1902231,positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage,5,2,0.11,0.00485,1
GO:0032287,peripheral nervous system myelin maintenance,5,2,0.11,0.00485,1
GO:0001556,oocyte maturation,5,2,0.11,0.00485,1
GO:0043507,positive regulation of JUN kinase activity,17,3,0.38,0.00610,1
GO:0071356,cellular response to tumor necrosis factor,69,5,1.56,0.00614,1
GO:0033234,negative regulation of protein sumoylation,6,2,0.14,0.00717,1
GO:0031666,positive regulation of lipopolysaccharide-mediated signaling pathway,7,2,0.16,0.00989,1
GO:0050918,positive chemotaxis,7,2,0.16,0.00989,1
GO:0002040,sprouting angiogenesis,42,3,0.95,0.01296,1
GO:0009653,anatomical structure morphogenesis,773,29,17.47,0.01429,1
GO:0006811,ion transport,1073,16,24.25,0.01497,1
GO:0045471,response to ethanol,9,2,0.2,0.01646,1
GO:2001222,regulation of neuron migration,9,2,0.2,0.01646,1
GO:0030225,macrophage differentiation,18,3,0.41,0.02007,1
GO:0050860,negative regulation of T cell receptor signaling pathway,10,2,0.23,0.02027,1
GO:0007166,cell surface receptor signaling pathway,786,30,17.76,0.02211,1
GO:0007010,cytoskeleton organization,542,13,12.25,0.02212,1
GO:0061371,determination of heart left/right asymmetry,19,2,0.43,0.02251,1
GO:1990227,paranodal junction maintenance,1,1,0.02,0.02260,1
GO:0002760,positive regulation of antimicrobial humoral response,1,1,0.02,0.02260,1
GO:0051866,general adaptation syndrome,1,1,0.02,0.02260,1
GO:0000053,argininosuccinate metabolic process,1,1,0.02,0.02260,1
GO:1902998,positive regulation of neurofibrillary tangle assembly,1,1,0.02,0.02260,1
GO:1904002,regulation of sebum secreting cell proliferation,1,1,0.02,0.02260,1
GO:0001949,sebaceous gland cell differentiation,1,1,0.02,0.02260,1
GO:0071641,negative regulation of macrophage inflammatory protein 1 alpha production,1,1,0.02,0.02260,1
GO:0071644,negative regulation of chemokine (C-C motif) ligand 4 production,1,1,0.02,0.02260,1
GO:0035902,response to immobilization stress,1,1,0.02,0.02260,1
GO:0016104,triterpenoid biosynthetic process,1,1,0.02,0.02260,1
GO:0048245,eosinophil chemotaxis,1,1,0.02,0.02260,1
GO:0032423,regulation of mismatch repair,1,1,0.02,0.02260,1
GO:0055113,epiboly involved in gastrulation with mouth forming second,1,1,0.02,0.02260,1
GO:0009114,hypoxanthine catabolic process,1,1,0.02,0.02260,1
GO:0009115,xanthine catabolic process,1,1,0.02,0.02260,1
GO:0070512,positive regulation of histone H4-K20 methylation,1,1,0.02,0.02260,1
GO:0090497,mesenchymal cell migration,1,1,0.02,0.02260,1
