GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0006412,translation,370,55,27.79,5e-13,0
GO:0007186,G protein-coupled receptor signaling pathway,217,29,16.3,0.00032,1
GO:0006334,nucleosome assembly,44,10,3.31,0.00126,1
GO:0044205,'de novo' UMP biosynthetic process,4,3,0.3,0.00159,1
GO:0051754,meiotic sister chromatid cohesion; centromeric,4,3,0.3,0.00159,1
GO:1904667,negative regulation of ubiquitin protein ligase activity,8,4,0.6,0.00173,1
GO:0006541,glutamine metabolic process,8,4,0.6,0.00173,1
GO:2000059,negative regulation of ubiquitin-dependent protein catabolic process,31,5,2.33,0.00173,1
GO:0030509,BMP signaling pathway,55,10,4.13,0.00200,1
GO:0071897,DNA biosynthetic process,129,15,9.69,0.00288,1
GO:0006952,defense response,439,36,32.98,0.00293,1
GO:0043576,regulation of respiratory gaseous exchange,5,3,0.38,0.00562,1
GO:0042853,L-alanine catabolic process,2,2,0.15,0.00563,1
GO:0071376,cellular response to corticotropin-releasing hormone stimulus,2,2,0.15,0.00563,1
GO:0006703,estrogen biosynthetic process,2,2,0.15,0.00563,1
GO:0035505,positive regulation of myosin light chain kinase activity,2,2,0.15,0.00563,1
GO:0009253,peptidoglycan catabolic process,2,2,0.15,0.00563,1
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,7,3,0.53,0.01173,1
GO:0055072,iron ion homeostasis,43,8,3.23,0.01287,1
GO:0001764,neuron migration,37,8,2.78,0.01565,1
GO:2000435,negative regulation of protein neddylation,3,2,0.23,0.01605,1
GO:0048388,endosomal lumen acidification,3,2,0.23,0.01605,1
GO:0035845,photoreceptor cell outer segment organization,3,2,0.23,0.01605,1
GO:1902255,positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator,3,2,0.23,0.01605,1
GO:0001654,eye development,93,10,6.99,0.01768,1
GO:0045654,positive regulation of megakaryocyte differentiation,8,3,0.6,0.01774,1
GO:0001935,endothelial cell proliferation,52,6,3.91,0.01776,1
GO:0007601,visual perception,26,6,1.95,0.02107,1
GO:0030199,collagen fibril organization,12,4,0.9,0.02504,1
GO:0030534,adult behavior,40,6,3,0.02505,1
GO:0002181,cytoplasmic translation,42,7,3.15,0.02533,1
GO:0007154,cell communication,1962,158,147.38,0.02910,1
GO:0042274,ribosomal small subunit biogenesis,24,5,1.8,0.03022,1
GO:0007608,sensory perception of smell,18,5,1.35,0.03030,1
GO:1902414,protein localization to cell junction,26,4,1.95,0.03048,1
GO:0034765,regulation of ion transmembrane transport,95,9,7.14,0.03050,1
GO:1903546,protein localization to photoreceptor outer segment,4,2,0.3,0.03052,1
GO:0015793,glycerol transmembrane transport,4,2,0.3,0.03052,1
GO:0043031,negative regulation of macrophage activation,4,2,0.3,0.03052,1
GO:0098719,sodium ion import across plasma membrane,4,2,0.3,0.03052,1
GO:0032466,negative regulation of cytokinesis,4,2,0.3,0.03052,1
GO:0010389,regulation of G2/M transition of mitotic cell cycle,44,5,3.31,0.03052,1
GO:0045604,regulation of epidermal cell differentiation,20,3,1.5,0.03054,1
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,7,3.08,0.03118,1
GO:0045820,negative regulation of glycolytic process,10,3,0.75,0.03395,1
GO:0050995,negative regulation of lipid catabolic process,7,3,0.53,0.04821,1
GO:1990573,potassium ion import across plasma membrane,8,3,0.6,0.04822,1
GO:0030261,chromosome condensation,11,3,0.83,0.04826,1
GO:0051445,regulation of meiotic cell cycle,12,3,0.9,0.04827,1
GO:0034379,very-low-density lipoprotein particle assembly,5,2,0.38,0.04836,1
