GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0006278,RNA-templated DNA biosynthetic process,79,15,4.28,2.2e-06,0.026
GO:0006334,nucleosome assembly,44,11,2.38,1.5e-05,0.0886
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,14,6,0.76,5.0e-05,0.1969
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,7,4,0.38,0.00026,0.6853
GO:0015074,DNA integration,33,8,1.79,0.00029,0.6853
GO:0044205,'de novo' UMP biosynthetic process,4,3,0.22,0.00060,1
GO:0051754,meiotic sister chromatid cohesion; centromeric,4,3,0.22,0.00060,1
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,8,2.22,0.00135,1
GO:0042572,retinol metabolic process,5,3,0.27,0.00145,1
GO:0006412,translation,370,29,20.03,0.00151,1
GO:0006309,apoptotic DNA fragmentation,7,3,0.38,0.00291,1
GO:0019853,L-ascorbic acid biosynthetic process,2,2,0.11,0.00292,1
GO:0006601,creatine biosynthetic process,2,2,0.11,0.00292,1
GO:0070194,synaptonemal complex disassembly,2,2,0.11,0.00292,1
GO:1902949,positive regulation of tau-protein kinase activity,2,2,0.11,0.00292,1
GO:0043654,recognition of apoptotic cell,2,2,0.11,0.00292,1
GO:0017038,protein import,2,2,0.11,0.00292,1
GO:0051106,positive regulation of DNA ligation,2,2,0.11,0.00292,1
GO:0035634,response to stilbenoid,2,2,0.11,0.00292,1
GO:0000281,mitotic cytokinesis,36,6,1.95,0.00356,1
GO:0075713,establishment of integrated proviral latency,20,5,1.08,0.00357,1
GO:0044826,viral genome integration into host DNA,20,5,1.08,0.00357,1
GO:0090305,nucleic acid phosphodiester bond hydrolysis,71,13,3.84,0.00421,1
GO:0006541,glutamine metabolic process,8,3,0.43,0.00719,1
GO:0051156,glucose 6-phosphate metabolic process,11,3,0.6,0.00843,1
GO:0019640,glucuronate catabolic process to xylulose 5-phosphate,3,2,0.16,0.00846,1
GO:0070106,interleukin-27-mediated signaling pathway,3,2,0.16,0.00846,1
GO:0061740,protein targeting to lysosome involved in chaperone-mediated autophagy,3,2,0.16,0.00846,1
GO:0051482,positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway,3,2,0.16,0.00846,1
GO:0061644,protein localization to CENP-A containing chromatin,3,2,0.16,0.00846,1
GO:0007010,cytoskeleton organization,542,35,29.34,0.00875,1
GO:0055072,iron ion homeostasis,43,5,2.33,0.00919,1
GO:0071897,DNA biosynthetic process,129,22,6.98,0.00939,1
GO:0046718,viral entry into host cell,50,7,2.71,0.01525,1
GO:0006707,cholesterol catabolic process,4,2,0.22,0.01631,1
GO:0016554,cytidine to uridine editing,4,2,0.22,0.01631,1
GO:0015671,oxygen transport,4,2,0.22,0.01631,1
GO:0006310,DNA recombination,160,12,8.66,0.02402,1
GO:0006508,proteolysis,742,39,40.17,0.02405,1
GO:1990116,ribosome-associated ubiquitin-dependent protein catabolic process,5,2,0.27,0.02621,1
GO:0030299,intestinal cholesterol absorption,5,2,0.27,0.02621,1
GO:0045040,protein insertion into mitochondrial outer membrane,5,2,0.27,0.02621,1
GO:0090435,protein localization to nuclear envelope,5,2,0.27,0.02621,1
GO:0034454,microtubule anchoring at centrosome,5,2,0.27,0.02621,1
GO:0005975,carbohydrate metabolic process,241,19,13.05,0.02906,1
GO:0051085,chaperone cofactor-dependent protein refolding,13,3,0.7,0.03000,1
GO:1904262,negative regulation of TORC1 signaling,13,3,0.7,0.03000,1
GO:0051131,chaperone-mediated protein complex assembly,13,3,0.7,0.03000,1
GO:0007094,mitotic spindle assembly checkpoint signaling,24,4,1.3,0.03657,1
GO:0032259,methylation,167,7,9.04,0.03781,1
