GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0030890,positive regulation of B cell proliferation,21,19,10.94,0.00022,1
GO:0060907,positive regulation of macrophage cytokine production,11,11,5.73,0.00076,1
GO:0009636,response to toxic substance,36,23,18.76,0.00084,1
GO:0050729,positive regulation of inflammatory response,41,33,21.37,0.00094,1
GO:0007015,actin filament organization,162,106,84.42,0.00110,1
GO:0050853,B cell receptor signaling pathway,27,23,14.07,0.00115,1
GO:0098586,cellular response to virus,35,21,18.24,0.00118,1
GO:0007219,Notch signaling pathway,54,41,28.14,0.00135,1
GO:0071526,semaphorin-plexin signaling pathway,12,11,6.25,0.00147,1
GO:0032755,positive regulation of interleukin-6 production,35,27,18.24,0.00205,1
GO:0006874,cellular calcium ion homeostasis,102,75,53.16,0.00216,1
GO:0045429,positive regulation of nitric oxide biosynthetic process,9,9,4.69,0.00282,1
GO:0045087,innate immune response,173,114,90.16,0.00302,1
GO:0006487,protein N-linked glycosylation,39,29,20.32,0.00340,1
GO:0032728,positive regulation of interferon-beta production,19,16,9.9,0.00379,1
GO:0007229,integrin-mediated signaling pathway,40,31,20.85,0.00410,1
GO:0006814,sodium ion transport,45,33,23.45,0.00473,1
GO:0043491,protein kinase B signaling,73,46,38.04,0.00475,1
GO:0007616,long-term memory,8,8,4.17,0.00542,1
GO:0002218,activation of innate immune response,17,15,8.86,0.00581,1
GO:0032743,positive regulation of interleukin-2 production,21,17,10.94,0.00619,1
GO:0032760,positive regulation of tumor necrosis factor production,29,22,15.11,0.00761,1
GO:0010629,negative regulation of gene expression,371,210,193.34,0.00841,1
GO:0031663,lipopolysaccharide-mediated signaling pathway,22,15,11.46,0.00853,1
GO:0006935,chemotaxis,143,92,74.52,0.00946,1
GO:0008361,regulation of cell size,51,33,26.58,0.00977,1
GO:2000042,negative regulation of double-strand break repair via homologous recombination,14,12,7.3,0.00982,1
GO:0001570,vasculogenesis,24,20,12.51,0.01001,1
GO:0030225,macrophage differentiation,18,15,9.38,0.01036,1
GO:0071404,cellular response to low-density lipoprotein particle stimulus,8,8,4.17,0.01040,1
GO:2001240,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,7,7,3.65,0.01041,1
GO:0006954,inflammatory response,195,135,101.62,0.01057,1
GO:0071260,cellular response to mechanical stimulus,22,17,11.46,0.01403,1
GO:0045071,negative regulation of viral genome replication,14,11,7.3,0.01500,1
GO:0070373,negative regulation of ERK1 and ERK2 cascade,19,15,9.9,0.01529,1
GO:0030163,protein catabolic process,490,238,255.36,0.01740,1
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,54,39,28.14,0.01785,1
GO:0032091,negative regulation of protein binding,43,32,22.41,0.01875,1
GO:0061024,membrane organization,274,156,142.79,0.01963,1
GO:0016064,immunoglobulin mediated immune response,41,29,21.37,0.01983,1
GO:0048260,positive regulation of receptor-mediated endocytosis,19,16,9.9,0.01988,1
GO:0048041,focal adhesion assembly,28,20,14.59,0.01990,1
GO:0002281,macrophage activation involved in immune response,6,6,3.13,0.01999,1
GO:0018149,peptide cross-linking,6,6,3.13,0.01999,1
GO:0090051,negative regulation of cell migration involved in sprouting angiogenesis,6,6,3.13,0.01999,1
GO:0090026,positive regulation of monocyte chemotaxis,6,6,3.13,0.01999,1
GO:0051279,regulation of release of sequestered calcium ion into cytosol,21,12,10.94,0.02005,1
GO:0030855,epithelial cell differentiation,202,127,105.27,0.02012,1
GO:0000413,protein peptidyl-prolyl isomerization,18,14,9.38,0.02366,1
GO:0045600,positive regulation of fat cell differentiation,25,17,13.03,0.02370,1
