GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0032981,mitochondrial respiratory chain complex I assembly,41,17,4.77,1.1e-06,0.0131
GO:0006412,translation,352,69,40.97,1.1e-05,0.0655
GO:0006120,mitochondrial electron transport; NADH to ubiquinone,17,9,1.98,3.8e-05,0.1507
GO:0006278,RNA-dependent DNA biosynthetic process,79,19,9.19,7.6e-05,0.2261
GO:0044826,viral genome integration into host DNA,20,9,2.33,0.00019,0.3769
GO:0075713,establishment of integrated proviral latency,20,9,2.33,0.00019,0.3769
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,13,4.77,0.00066,1
GO:0006310,DNA recombination,160,21,18.62,0.00201,1
GO:0006414,translational elongation,27,9,3.14,0.00222,1
GO:0015074,DNA integration,33,10,3.84,0.00325,1
GO:0031442,positive regulation of mRNA 3'-end processing,4,3,0.47,0.00574,1
GO:0051660,establishment of centrosome localization,4,3,0.47,0.00574,1
GO:0019068,virion assembly,32,7,3.72,0.00701,1
GO:1904667,negative regulation of ubiquitin protein ligase activity,8,4,0.93,0.00867,1
GO:0051123,RNA polymerase II preinitiation complex assembly,15,6,1.75,0.01213,1
GO:0002181,cytoplasmic translation,42,9,4.89,0.01214,1
GO:0030299,intestinal cholesterol absorption,5,3,0.58,0.01310,1
GO:1990116,ribosome-associated ubiquitin-dependent protein catabolic process,5,3,0.58,0.01310,1
GO:0045329,carnitine biosynthetic process,5,3,0.58,0.01310,1
GO:0021670,lateral ventricle development,5,3,0.58,0.01310,1
GO:0015867,ATP transport,5,3,0.58,0.01310,1
GO:0045653,negative regulation of megakaryocyte differentiation,5,3,0.58,0.01310,1
GO:0098856,intestinal lipid absorption,7,5,0.81,0.01345,1
GO:0045006,DNA deamination,3,3,0.35,0.01350,1
GO:0035998,7;8-dihydroneopterin 3'-triphosphate biosynthetic process,2,2,0.23,0.01353,1
GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,2,2,0.23,0.01353,1
GO:0071313,cellular response to caffeine,2,2,0.23,0.01353,1
GO:0045041,protein import into mitochondrial intermembrane space,2,2,0.23,0.01353,1
GO:0007113,endomitotic cell cycle,2,2,0.23,0.01353,1
GO:0021794,thalamus development,2,2,0.23,0.01353,1
GO:2000255,negative regulation of male germ cell proliferation,2,2,0.23,0.01353,1
GO:0048853,forebrain morphogenesis,2,2,0.23,0.01353,1
GO:0008594,photoreceptor cell morphogenesis,2,2,0.23,0.01353,1
GO:0006601,creatine biosynthetic process,2,2,0.23,0.01353,1
GO:0060134,prepulse inhibition,2,2,0.23,0.01353,1
GO:0000338,protein deneddylation,9,4,1.05,0.01418,1
GO:0006508,proteolysis,739,109,86,0.01445,1
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,14,5,1.63,0.01717,1
GO:0035269,protein O-linked mannosylation,10,4,1.16,0.02149,1
GO:0045116,protein neddylation,15,6,1.75,0.02379,1
GO:1902416,positive regulation of mRNA binding,6,3,0.7,0.02395,1
GO:0043928,exonucleolytic catabolism of deadenylated mRNA,6,3,0.7,0.02395,1
GO:0007267,cell-cell signaling,346,34,40.27,0.02470,1
GO:0046718,viral entry into host cell,51,11,5.94,0.02998,1
GO:0007286,spermatid development,48,10,5.59,0.03187,1
GO:0043353,enucleate erythrocyte differentiation,5,3,0.58,0.03737,1
GO:0002009,morphogenesis of an epithelium,149,19,17.34,0.03744,1
GO:0051013,microtubule severing,3,2,0.35,0.03744,1
GO:0010886,positive regulation of cholesterol storage,3,2,0.35,0.03744,1
GO:1990379,lipid transport across blood-brain barrier,3,2,0.35,0.03744,1
