GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0050853,B cell receptor signaling pathway,27,21,7.64,1.8e-06,0.0214
GO:0007015,actin filament organization,162,63,45.84,0.00013,0.5554
GO:0050850,positive regulation of calcium-mediated signaling,13,8,3.68,0.00014,0.5554
GO:0032755,positive regulation of interleukin-6 production,35,20,9.9,0.00032,0.7537
GO:0060907,positive regulation of macrophage cytokine production,11,9,3.11,0.00035,0.7537
GO:0007186,G protein-coupled receptor signaling pathway,222,98,62.81,0.00038,0.7537
GO:0090331,negative regulation of platelet aggregation,6,6,1.7,0.00051,0.8671
GO:0002250,adaptive immune response,116,57,32.82,0.00097,1
GO:0071526,semaphorin-plexin signaling pathway,12,9,3.4,0.00103,1
GO:0030890,positive regulation of B cell proliferation,21,13,5.94,0.00133,1
GO:0032743,positive regulation of interleukin-2 production,21,13,5.94,0.00133,1
GO:0007165,signal transduction,1751,603,495.44,0.00157,1
GO:0050832,defense response to fungus,11,9,3.11,0.00180,1
GO:0007214,gamma-aminobutyric acid signaling pathway,5,5,1.41,0.00181,1
GO:0032753,positive regulation of interleukin-4 production,13,9,3.68,0.00256,1
GO:0006952,defense response,434,154,122.8,0.00268,1
GO:2000249,regulation of actin cytoskeleton reorganization,16,10,4.53,0.00294,1
GO:0008360,regulation of cell shape,48,23,13.58,0.00296,1
GO:0009617,response to bacterium,159,62,44.99,0.00378,1
GO:0007229,integrin-mediated signaling pathway,40,20,11.32,0.00465,1
GO:0006955,immune response,434,182,122.8,0.00483,1
GO:0070233,negative regulation of T cell apoptotic process,11,10,3.11,0.00634,1
GO:0030502,negative regulation of bone mineralization,5,5,1.41,0.00639,1
GO:0032836,glomerular basement membrane development,5,5,1.41,0.00639,1
GO:0034134,toll-like receptor 2 signaling pathway,9,6,2.55,0.00639,1
GO:0033089,positive regulation of T cell differentiation in thymus,4,4,1.13,0.00640,1
GO:0070244,negative regulation of thymocyte apoptotic process,4,4,1.13,0.00640,1
GO:0042450,arginine biosynthetic process via ornithine,4,4,1.13,0.00640,1
GO:0034351,negative regulation of glial cell apoptotic process,4,4,1.13,0.00640,1
GO:0035435,phosphate ion transmembrane transport,4,4,1.13,0.00640,1
GO:0032760,positive regulation of tumor necrosis factor production,29,15,8.21,0.00642,1
GO:0090630,activation of GTPase activity,19,11,5.38,0.00647,1
GO:0006096,glycolytic process,41,18,11.6,0.00737,1
GO:0016477,cell migration,464,200,131.29,0.00780,1
GO:0018108,peptidyl-tyrosine phosphorylation,108,47,30.56,0.00807,1
GO:0048701,embryonic cranial skeleton morphogenesis,13,8,3.68,0.00821,1
GO:0030206,chondroitin sulfate biosynthetic process,8,6,2.26,0.00823,1
GO:0016051,carbohydrate biosynthetic process,80,29,22.64,0.00823,1
GO:0030216,keratinocyte differentiation,42,24,11.88,0.00823,1
GO:0032495,response to muramyl dipeptide,10,7,2.83,0.00827,1
GO:0070207,protein homotrimerization,6,5,1.7,0.00829,1
GO:0033234,negative regulation of protein sumoylation,6,5,1.7,0.00829,1
GO:0007218,neuropeptide signaling pathway,6,5,1.7,0.00829,1
GO:2000562,negative regulation of CD4-positive; alpha-beta T cell proliferation,6,5,1.7,0.00829,1
GO:0050861,positive regulation of B cell receptor signaling pathway,6,5,1.7,0.00829,1
GO:0090026,positive regulation of monocyte chemotaxis,6,5,1.7,0.00829,1
GO:0035556,intracellular signal transduction,900,291,254.65,0.00991,1
GO:0050873,brown fat cell differentiation,26,11,7.36,0.01013,1
GO:0070374,positive regulation of ERK1 and ERK2 cascade,58,25,16.41,0.01085,1
GO:0032731,positive regulation of interleukin-1 beta production,13,8,3.68,0.01253,1
