GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0006412,translation,370,69,37.89,1.7e-11,0
GO:0006278,RNA-templated DNA biosynthetic process,79,20,8.09,1.0e-07,6e-04
GO:0006310,DNA recombination,160,22,16.38,6.8e-07,0.0027
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,16,4.2,1.1e-06,0.0032
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,14,9,1.43,1.5e-06,0.0032
GO:0015074,DNA integration,33,14,3.38,1.6e-06,0.0032
GO:0044826,viral genome integration into host DNA,20,10,2.05,8.5e-06,0.0126
GO:0075713,establishment of integrated proviral latency,20,10,2.05,8.5e-06,0.0126
GO:0046718,viral entry into host cell,50,14,5.12,7.9e-05,0.1037
GO:0007130,synaptonemal complex assembly,5,4,0.51,0.0005,0.5908
GO:0007186,G protein-coupled receptor signaling pathway,217,36,22.22,0.0009,0.9284
GO:0046050,UMP catabolic process,3,3,0.31,0.0011,0.9284
GO:2000435,negative regulation of protein neddylation,3,3,0.31,0.0011,0.9284
GO:0006249,dCMP catabolic process,3,3,0.31,0.0011,0.9284
GO:0006364,rRNA processing,84,15,8.6,0.0039,1
GO:0010890,positive regulation of sequestering of triglyceride,4,3,0.41,0.0040,1
GO:0046079,dUMP catabolic process,4,3,0.41,0.0040,1
GO:0006508,proteolysis,742,59,75.99,0.0041,1
GO:0006120,mitochondrial electron transport; NADH to ubiquinone,17,6,1.74,0.0052,1
GO:0006811,ion transport,422,48,43.22,0.0054,1
GO:0001682,tRNA 5'-leader removal,8,4,0.82,0.0054,1
GO:0090305,nucleic acid phosphodiester bond hydrolysis,71,24,7.27,0.0065,1
GO:0042744,hydrogen peroxide catabolic process,5,3,0.51,0.0091,1
GO:0051694,pointed-end actin filament capping,5,3,0.51,0.0091,1
GO:0006527,arginine catabolic process,3,3,0.31,0.0104,1
GO:0018057,peptidyl-lysine oxidation,2,2,0.2,0.0105,1
GO:0071314,cellular response to cocaine,2,2,0.2,0.0105,1
GO:0046074,dTMP catabolic process,2,2,0.2,0.0105,1
GO:0030916,otic vesicle formation,2,2,0.2,0.0105,1
GO:0042866,pyruvate biosynthetic process,2,2,0.2,0.0105,1
GO:0033693,neurofilament bundle assembly,2,2,0.2,0.0105,1
GO:0006248,CMP catabolic process,2,2,0.2,0.0105,1
GO:0006597,spermine biosynthetic process,2,2,0.2,0.0105,1
GO:0120197,mucociliary clearance,2,2,0.2,0.0105,1
GO:0009231,riboflavin biosynthetic process,2,2,0.2,0.0105,1
GO:0032259,methylation,167,14,17.1,0.0105,1
GO:0030218,erythrocyte differentiation,72,10,7.37,0.0166,1
GO:0006413,translational initiation,75,14,7.68,0.0237,1
GO:0042832,defense response to protozoan,7,3,0.72,0.0273,1
GO:0045494,photoreceptor cell maintenance,12,4,1.23,0.0276,1
GO:0035617,stress granule disassembly,3,2,0.31,0.0293,1
GO:2001214,positive regulation of vasculogenesis,3,2,0.31,0.0293,1
GO:0019835,cytolysis,3,2,0.31,0.0293,1
GO:0106035,protein maturation by [4Fe-4S] cluster transfer,3,2,0.31,0.0293,1
GO:0072488,ammonium transmembrane transport,3,2,0.31,0.0293,1
GO:0050910,detection of mechanical stimulus involved in sensory perception of sound,3,2,0.31,0.0293,1
GO:0044597,daunorubicin metabolic process,3,2,0.31,0.0293,1
GO:0044598,doxorubicin metabolic process,3,2,0.31,0.0293,1
GO:0043622,cortical microtubule organization,3,2,0.31,0.0293,1
GO:0061644,protein localization to CENP-A containing chromatin,3,2,0.31,0.0293,1
