GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0007165,signal transduction,1813,338,262,1.5e-05,0.1694
GO:0006954,inflammatory response,198,64,28.61,4.0e-05,0.1694
GO:0032755,positive regulation of interleukin-6 production,35,15,5.06,4.3e-05,0.1694
GO:0002755,MyD88-dependent toll-like receptor signaling pathway,13,9,1.88,0.00025,0.4389
GO:0006631,fatty acid metabolic process,118,23,17.05,0.00025,0.4389
GO:0060907,positive regulation of macrophage cytokine production,11,7,1.59,0.00025,0.4389
GO:0007229,integrin-mediated signaling pathway,40,16,5.78,0.00026,0.4389
GO:0050729,positive regulation of inflammatory response,41,17,5.93,0.00037,0.4636
GO:0006955,immune response,464,127,67.05,0.00038,0.4636
GO:0042450,arginine biosynthetic process via ornithine,4,4,0.58,0.00043,0.4636
GO:0032722,positive regulation of chemokine production,24,11,3.47,0.00046,0.4636
GO:0032481,positive regulation of type I interferon production,33,12,4.77,0.00050,0.4636
GO:0045429,positive regulation of nitric oxide biosynthetic process,9,6,1.3,0.00051,0.4636
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,13,7,1.88,0.00100,0.8035
GO:0040015,negative regulation of multicellular organism growth,7,5,1.01,0.00102,0.8035
GO:0071526,semaphorin-plexin signaling pathway,12,7,1.73,0.00111,0.8197
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,65,19,9.39,0.00155,1
GO:1901224,positive regulation of NIK/NF-kappaB signaling,25,10,3.61,0.00157,1
GO:0051607,defense response to virus,97,26,14.02,0.00175,1
GO:0010718,positive regulation of epithelial to mesenchymal transition,20,10,2.89,0.00208,1
GO:0050873,brown fat cell differentiation,26,9,3.76,0.00286,1
GO:0014850,response to muscle activity,3,3,0.43,0.00301,1
GO:0070106,interleukin-27-mediated signaling pathway,3,3,0.43,0.00301,1
GO:0006002,fructose 6-phosphate metabolic process,3,3,0.43,0.00301,1
GO:0042262,DNA protection,3,3,0.43,0.00301,1
GO:0006154,adenosine catabolic process,3,3,0.43,0.00301,1
GO:0051092,positive regulation of NF-kappaB transcription factor activity,69,19,9.97,0.00330,1
GO:0002250,adaptive immune response,116,30,16.76,0.00362,1
GO:0050885,neuromuscular process controlling balance,16,7,2.31,0.00447,1
GO:1904646,cellular response to amyloid-beta,9,5,1.3,0.00474,1
GO:0002091,negative regulation of receptor internalization,6,4,0.87,0.00510,1
GO:0002314,germinal center B cell differentiation,6,4,0.87,0.00510,1
GO:0090331,negative regulation of platelet aggregation,6,4,0.87,0.00510,1
GO:0045087,innate immune response,173,44,25,0.00582,1
GO:0008360,regulation of cell shape,48,14,6.94,0.00634,1
GO:0043507,positive regulation of JUN kinase activity,17,7,2.46,0.00666,1
GO:0045071,negative regulation of viral genome replication,14,6,2.02,0.00834,1
GO:0002230,positive regulation of defense response to virus by host,10,5,1.45,0.00836,1
GO:0042742,defense response to bacterium,54,17,7.8,0.00877,1
GO:0043536,positive regulation of blood vessel endothelial cell migration,26,10,3.76,0.00946,1
GO:0006672,ceramide metabolic process,45,12,6.5,0.01044,1
GO:0045730,respiratory burst,13,7,1.88,0.01046,1
GO:0030225,macrophage differentiation,18,7,2.6,0.01049,1
GO:0042110,T cell activation,185,37,26.73,0.01049,1
GO:0045780,positive regulation of bone resorption,7,4,1.01,0.01054,1
GO:0045055,regulated exocytosis,58,14,8.38,0.01064,1
GO:0002548,monocyte chemotaxis,13,7,1.88,0.01065,1
GO:0060333,interferon-gamma-mediated signaling pathway,10,5,1.45,0.01070,1
GO:0030502,negative regulation of bone mineralization,5,4,0.72,0.01071,1
GO:0034154,toll-like receptor 7 signaling pathway,6,4,0.87,0.01072,1
