GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0006412,translation,352,153,79.24,6.5e-27,0
GO:0015074,DNA integration,33,25,7.43,1.1e-10,0
GO:0006278,RNA-dependent DNA biosynthetic process,79,36,17.78,1.2e-10,0
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,28,9.23,7.4e-10,0
GO:0006310,DNA recombination,160,43,36.02,4.9e-09,0
GO:0075713,establishment of integrated proviral latency,20,17,4.5,5.1e-09,0
GO:0044826,viral genome integration into host DNA,20,17,4.5,5.1e-09,0
GO:0042274,ribosomal small subunit biogenesis,24,13,5.4,1.5e-06,0.0022
GO:0046718,viral entry into host cell,51,26,11.48,1.8e-06,0.0024
GO:0006413,translational initiation,75,31,16.88,2.7e-05,0.0321
GO:0006414,translational elongation,27,13,6.08,0.00013,0.1289
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,14,10,3.15,0.00013,0.1289
GO:0050790,regulation of catalytic activity,669,131,150.61,0.00020,0.1831
GO:0007186,G protein-coupled receptor signaling pathway,222,62,49.98,0.00048,0.408
GO:0019068,virion assembly,32,12,7.2,0.00068,0.5395
GO:0006508,proteolysis,739,152,166.37,0.00204,1
GO:0050908,detection of light stimulus involved in visual perception,4,4,0.9,0.00256,1
GO:0006364,rRNA processing,84,26,18.91,0.00271,1
GO:0006281,DNA repair,244,52,54.93,0.00381,1
GO:0006120,mitochondrial electron transport; NADH to ubiquinone,17,9,3.83,0.00520,1
GO:0002181,cytoplasmic translation,42,18,9.46,0.00945,1
GO:0032508,DNA duplex unwinding,37,13,8.33,0.00963,1
GO:0034101,erythrocyte homeostasis,77,25,17.33,0.01038,1
GO:0042744,hydrogen peroxide catabolic process,5,4,1.13,0.01050,1
GO:0045329,carnitine biosynthetic process,5,4,1.13,0.01050,1
GO:0007130,synaptonemal complex assembly,5,4,1.13,0.01050,1
GO:0019227,neuronal action potential propagation,5,4,1.13,0.01050,1
GO:0006897,endocytosis,182,39,40.97,0.01102,1
GO:1902510,regulation of apoptotic DNA fragmentation,5,5,1.13,0.01136,1
GO:1900029,positive regulation of ruffle assembly,3,3,0.68,0.01139,1
GO:2000435,negative regulation of protein neddylation,3,3,0.68,0.01139,1
GO:1901222,regulation of NIK/NF-kappaB signaling,39,8,8.78,0.01146,1
GO:0032981,mitochondrial respiratory chain complex I assembly,41,16,9.23,0.01256,1
GO:0035176,social behavior,13,7,2.93,0.01361,1
GO:0007601,visual perception,26,14,5.85,0.01409,1
GO:0016032,viral process,172,47,38.72,0.01713,1
GO:0006783,heme biosynthetic process,10,7,2.25,0.01731,1
GO:1904667,negative regulation of ubiquitin protein ligase activity,8,5,1.8,0.01738,1
GO:0001682,tRNA 5'-leader removal,8,5,1.8,0.01738,1
GO:0045292,mRNA cis splicing; via spliceosome,17,8,3.83,0.02203,1
GO:0070886,positive regulation of calcineurin-NFAT signaling cascade,6,4,1.35,0.02590,1
GO:0021549,cerebellum development,27,8,6.08,0.02594,1
GO:0030218,erythrocyte differentiation,72,21,16.21,0.02790,1
GO:0071897,DNA biosynthetic process,129,47,29.04,0.03065,1
GO:0075522,IRES-dependent viral translational initiation,9,5,2.03,0.03194,1
GO:0045880,positive regulation of smoothened signaling pathway,13,7,2.93,0.03366,1
GO:0007368,determination of left/right symmetry,32,9,7.2,0.03389,1
GO:0051056,regulation of small GTPase mediated signal transduction,81,14,18.24,0.03452,1
GO:0090305,nucleic acid phosphodiester bond hydrolysis,86,46,19.36,0.03753,1
GO:0048541,Peyer's patch development,4,3,0.9,0.03789,1
