GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0007186,G protein-coupled receptor signaling pathway,222,101,57.76,5.7e-07,0.0037
GO:0006955,immune response,434,201,112.93,6.2e-07,0.0037
GO:0007015,actin filament organization,162,70,42.15,1.7e-05,0.0674
GO:0006935,chemotaxis,143,76,37.21,4.9e-05,0.1458
GO:0006954,inflammatory response,195,89,50.74,8.7e-05,0.2071
GO:0007229,integrin-mediated signaling pathway,40,23,10.41,0.00015,0.2975
GO:0045087,innate immune response,173,68,45.01,0.00024,0.408
GO:0050853,B cell receptor signaling pathway,27,19,7.03,0.00033,0.4909
GO:0032755,positive regulation of interleukin-6 production,35,18,9.11,0.00112,1
GO:0009617,response to bacterium,159,66,41.37,0.00134,1
GO:0070374,positive regulation of ERK1 and ERK2 cascade,58,26,15.09,0.00144,1
GO:0060907,positive regulation of macrophage cytokine production,11,8,2.86,0.00157,1
GO:0048661,positive regulation of smooth muscle cell proliferation,18,10,4.68,0.00167,1
GO:0030225,macrophage differentiation,18,10,4.68,0.00167,1
GO:0045060,negative thymic T cell selection,7,6,1.82,0.00168,1
GO:2000563,positive regulation of CD4-positive; alpha-beta T cell proliferation,7,6,1.82,0.00168,1
GO:2000249,regulation of actin cytoskeleton reorganization,16,10,4.16,0.00172,1
GO:0045600,positive regulation of fat cell differentiation,25,13,6.5,0.00175,1
GO:0030335,positive regulation of cell migration,182,87,47.36,0.00198,1
GO:0030890,positive regulation of B cell proliferation,21,12,5.46,0.00241,1
GO:0032743,positive regulation of interleukin-2 production,21,12,5.46,0.00241,1
GO:0043547,positive regulation of GTPase activity,88,39,22.9,0.00253,1
GO:0030593,neutrophil chemotaxis,26,15,6.77,0.00358,1
GO:0071526,semaphorin-plexin signaling pathway,12,8,3.12,0.00363,1
GO:0010862,positive regulation of pathway-restricted SMAD protein phosphorylation,12,8,3.12,0.00363,1
GO:0071356,cellular response to tumor necrosis factor,69,26,17.95,0.00450,1
GO:0034142,toll-like receptor 4 signaling pathway,19,11,4.94,0.00454,1
GO:0034405,response to fluid shear stress,13,8,3.38,0.00456,1
GO:0034134,toll-like receptor 2 signaling pathway,9,6,2.34,0.00457,1
GO:0034154,toll-like receptor 7 signaling pathway,6,5,1.56,0.00457,1
GO:0006089,lactate metabolic process,7,5,1.82,0.00457,1
GO:0070244,negative regulation of thymocyte apoptotic process,4,4,1.04,0.00457,1
GO:0033689,negative regulation of osteoblast proliferation,4,4,1.04,0.00457,1
GO:0034080,CENP-A containing nucleosome assembly,4,4,1.04,0.00457,1
GO:0060326,cell chemotaxis,91,51,23.68,0.00506,1
GO:0070527,platelet aggregation,20,13,5.2,0.00517,1
GO:0045618,positive regulation of keratinocyte differentiation,8,6,2.08,0.00523,1
GO:0030206,chondroitin sulfate biosynthetic process,8,6,2.08,0.00523,1
GO:0050729,positive regulation of inflammatory response,41,21,10.67,0.00539,1
GO:0006909,phagocytosis,72,30,18.73,0.00541,1
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,20,11,5.2,0.00543,1
GO:0016064,immunoglobulin mediated immune response,41,23,10.67,0.00545,1
GO:0016051,carbohydrate biosynthetic process,80,29,20.82,0.00551,1
GO:0050832,defense response to fungus,11,8,2.86,0.00556,1
GO:0002314,germinal center B cell differentiation,6,5,1.56,0.00558,1
GO:0070986,left/right axis specification,6,5,1.56,0.00558,1
GO:0050861,positive regulation of B cell receptor signaling pathway,6,5,1.56,0.00558,1
GO:0090331,negative regulation of platelet aggregation,6,5,1.56,0.00558,1
GO:0007166,cell surface receptor signaling pathway,786,276,204.52,0.00619,1
GO:0032731,positive regulation of interleukin-1 beta production,13,8,3.38,0.00729,1
