GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0051754,meiotic sister chromatid cohesion; centromeric,4,4,0.29,2.6e-05,0.3094
GO:0030509,BMP signaling pathway,55,11,3.95,0.00022,1
GO:0044205,'de novo' UMP biosynthetic process,4,3,0.29,0.00139,1
GO:0086091,regulation of heart rate by cardiac conduction,8,4,0.57,0.00145,1
GO:0006541,glutamine metabolic process,8,4,0.57,0.00145,1
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,14,5,1,0.00217,1
GO:0045603,positive regulation of endothelial cell differentiation,5,3,0.36,0.00329,1
GO:0051694,pointed-end actin filament capping,5,3,0.36,0.00329,1
GO:0030325,adrenal gland development,5,3,0.36,0.00329,1
GO:0007586,digestion,21,5,1.51,0.00511,1
GO:0097623,potassium ion export across plasma membrane,4,3,0.29,0.00512,1
GO:0000294,nuclear-transcribed mRNA catabolic process; endonucleolytic cleavage-dependent decay,2,2,0.14,0.00514,1
GO:0035998,7;8-dihydroneopterin 3'-triphosphate biosynthetic process,2,2,0.14,0.00514,1
GO:0030644,cellular chloride ion homeostasis,2,2,0.14,0.00514,1
GO:0042487,regulation of odontogenesis of dentin-containing tooth,2,2,0.14,0.00514,1
GO:0032286,central nervous system myelin maintenance,2,2,0.14,0.00514,1
GO:0030916,otic vesicle formation,2,2,0.14,0.00514,1
GO:0098708,glucose import across plasma membrane,2,2,0.14,0.00514,1
GO:1903281,positive regulation of calcium:sodium antiporter activity,2,2,0.14,0.00514,1
GO:0098915,membrane repolarization during ventricular cardiac muscle cell action potential,2,2,0.14,0.00514,1
GO:0042158,lipoprotein biosynthetic process,58,5,4.16,0.00516,1
GO:0043981,histone H4-K5 acetylation,11,4,0.79,0.00576,1
GO:0043982,histone H4-K8 acetylation,11,4,0.79,0.00576,1
GO:0070886,positive regulation of calcineurin-NFAT signaling cascade,6,3,0.43,0.00624,1
GO:0032754,positive regulation of interleukin-5 production,6,3,0.43,0.00624,1
GO:0060307,regulation of ventricular cardiac muscle cell membrane repolarization,6,3,0.43,0.00624,1
GO:0051726,regulation of cell cycle,439,37,31.5,0.00969,1
GO:0032689,negative regulation of interferon-gamma production,7,3,0.5,0.01033,1
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,7,3,0.5,0.01033,1
GO:0007204,positive regulation of cytosolic calcium ion concentration,51,5,3.66,0.01040,1
GO:0055072,iron ion homeostasis,43,8,3.09,0.01097,1
GO:2000648,positive regulation of stem cell proliferation,16,5,1.15,0.01106,1
GO:1901381,positive regulation of potassium ion transmembrane transport,7,4,0.5,0.01459,1
GO:0032508,DNA duplex unwinding,37,7,2.66,0.01467,1
GO:0070837,dehydroascorbic acid transport,3,2,0.22,0.01469,1
GO:1903003,positive regulation of protein deubiquitination,3,2,0.22,0.01469,1
GO:0032927,positive regulation of activin receptor signaling pathway,3,2,0.22,0.01469,1
GO:2000627,positive regulation of miRNA catabolic process,3,2,0.22,0.01469,1
GO:0046549,retinal cone cell development,3,2,0.22,0.01469,1
GO:0098914,membrane repolarization during atrial cardiac muscle cell action potential,3,2,0.22,0.01469,1
GO:0051571,positive regulation of histone H3-K4 methylation,14,4,1,0.01470,1
GO:0051028,mRNA transport,34,4,2.44,0.01470,1
GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway,8,3,0.57,0.01566,1
GO:0006013,mannose metabolic process,8,3,0.57,0.01566,1
GO:0071897,DNA biosynthetic process,129,16,9.26,0.02172,1
GO:0043984,histone H4-K16 acetylation,12,4,0.86,0.02217,1
GO:0034765,regulation of ion transmembrane transport,123,14,8.83,0.02760,1
GO:0048644,muscle organ morphogenesis,18,4,1.29,0.02787,1
GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,7,3,0.5,0.02790,1
GO:1903071,positive regulation of ER-associated ubiquitin-dependent protein catabolic process,4,2,0.29,0.02798,1
