GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0007229,integrin-mediated signaling pathway,40,33,18.07,1.4e-05,0.1666
GO:0016567,protein ubiquitination,342,177,154.54,6.0e-05,0.357
GO:0032755,positive regulation of interleukin-6 production,35,27,15.82,0.00012,0.476
GO:0006954,inflammatory response,195,117,88.11,0.00018,0.5355
GO:0008217,regulation of blood pressure,35,26,15.82,0.00058,1
GO:0008285,negative regulation of cell population proliferation,208,113,93.99,0.00066,1
GO:0030308,negative regulation of cell growth,47,31,21.24,0.00096,1
GO:0006909,phagocytosis,72,43,32.53,0.00113,1
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,65,42,29.37,0.00120,1
GO:0045944,positive regulation of transcription by RNA polymerase II,430,226,194.3,0.00138,1
GO:0010951,negative regulation of endopeptidase activity,39,27,17.62,0.00171,1
GO:0030216,keratinocyte differentiation,42,30,18.98,0.00220,1
GO:0030335,positive regulation of cell migration,182,114,82.24,0.00259,1
GO:0051649,establishment of localization in cell,848,410,383.18,0.00265,1
GO:0032760,positive regulation of tumor necrosis factor production,29,21,13.1,0.00272,1
GO:0035025,positive regulation of Rho protein signal transduction,7,7,3.16,0.00383,1
GO:0030163,protein catabolic process,490,247,221.41,0.00399,1
GO:0071526,semaphorin-plexin signaling pathway,12,11,5.42,0.00462,1
GO:0042953,lipoprotein transport,10,9,4.52,0.00463,1
GO:0045669,positive regulation of osteoblast differentiation,23,17,10.39,0.00497,1
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,54,37,24.4,0.00587,1
GO:0002218,activation of innate immune response,17,14,7.68,0.00652,1
GO:0032757,positive regulation of interleukin-8 production,20,15,9.04,0.00668,1
GO:0051897,positive regulation of protein kinase B signaling,34,23,15.36,0.00679,1
GO:0070374,positive regulation of ERK1 and ERK2 cascade,58,36,26.21,0.00698,1
GO:0010862,positive regulation of pathway-restricted SMAD protein phosphorylation,12,10,5.42,0.00812,1
GO:0030593,neutrophil chemotaxis,26,14,11.75,0.00817,1
GO:1900152,negative regulation of nuclear-transcribed mRNA catabolic process; deadenylation-dependent decay,7,7,3.16,0.00848,1
GO:0002281,macrophage activation involved in immune response,6,6,2.71,0.00849,1
GO:0018149,peptide cross-linking,6,6,2.71,0.00849,1
GO:0002091,negative regulation of receptor internalization,6,6,2.71,0.00849,1
GO:0001516,prostaglandin biosynthetic process,12,8,5.42,0.00850,1
GO:0010629,negative regulation of gene expression,371,200,167.64,0.00861,1
GO:0045087,innate immune response,173,98,78.17,0.00911,1
GO:2000249,regulation of actin cytoskeleton reorganization,16,13,7.23,0.00928,1
GO:0030878,thyroid gland development,9,8,4.07,0.00932,1
GO:0045429,positive regulation of nitric oxide biosynthetic process,9,8,4.07,0.00932,1
GO:0045214,sarcomere organization,9,8,4.07,0.00932,1
GO:1905168,positive regulation of double-strand break repair via homologous recombination,24,17,10.84,0.00989,1
GO:0043967,histone H4 acetylation,44,30,19.88,0.01114,1
GO:0001938,positive regulation of endothelial cell proliferation,32,21,14.46,0.01127,1
GO:0043524,negative regulation of neuron apoptotic process,47,31,21.24,0.01128,1
GO:0032728,positive regulation of interferon-beta production,19,14,8.59,0.01132,1
GO:0048538,thymus development,26,18,11.75,0.01146,1
GO:0008360,regulation of cell shape,48,30,21.69,0.01160,1
GO:0007623,circadian rhythm,75,40,33.89,0.01174,1
GO:0050729,positive regulation of inflammatory response,41,24,18.53,0.01301,1
GO:0060324,face development,23,15,10.39,0.01519,1
GO:0071276,cellular response to cadmium ion,12,10,5.42,0.01519,1
GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,11,9,4.97,0.01521,1
