GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0075713,establishment of integrated proviral latency,20,14,4.46,7e-06,0.0417
GO:0044826,viral genome integration into host DNA,20,14,4.46,7e-06,0.0417
GO:0006278,RNA-dependent DNA biosynthetic process,79,31,17.62,0.00016,0.6347
GO:0006310,DNA recombination,160,42,35.69,0.00034,0.8569
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,20,9.15,0.00036,0.8569
GO:0015074,DNA integration,33,16,7.36,0.00080,1
GO:0002250,adaptive immune response,116,33,25.88,0.00124,1
GO:0001682,tRNA 5'-leader removal,8,6,1.78,0.00225,1
GO:0046718,viral entry into host cell,51,20,11.38,0.00242,1
GO:0000255,allantoin metabolic process,4,4,0.89,0.00247,1
GO:0051145,smooth muscle cell differentiation,23,7,5.13,0.00248,1
GO:0006805,xenobiotic metabolic process,19,11,4.24,0.00259,1
GO:0002314,germinal center B cell differentiation,6,5,1.34,0.00269,1
GO:0071260,cellular response to mechanical stimulus,22,11,4.91,0.00393,1
GO:0006952,defense response,434,113,96.81,0.00522,1
GO:0032757,positive regulation of interleukin-8 production,20,10,4.46,0.00593,1
GO:0033209,tumor necrosis factor-mediated signaling pathway,36,13,8.03,0.00735,1
GO:0006270,DNA replication initiation,17,8,3.79,0.00737,1
GO:0036289,peptidyl-serine autophosphorylation,6,5,1.34,0.01012,1
GO:0034379,very-low-density lipoprotein particle assembly,5,4,1.12,0.01014,1
GO:0006508,proteolysis,739,160,164.85,0.01053,1
GO:0046050,UMP catabolic process,3,3,0.67,0.01108,1
GO:0046055,dGMP catabolic process,3,3,0.67,0.01108,1
GO:0046038,GMP catabolic process,3,3,0.67,0.01108,1
GO:0097112,gamma-aminobutyric acid receptor clustering,3,3,0.67,0.01108,1
GO:1902358,sulfate transmembrane transport,3,3,0.67,0.01108,1
GO:0002906,negative regulation of mature B cell apoptotic process,3,3,0.67,0.01108,1
GO:0034462,small-subunit processome assembly,3,3,0.67,0.01108,1
GO:0010961,cellular magnesium ion homeostasis,3,3,0.67,0.01108,1
GO:0006154,adenosine catabolic process,3,3,0.67,0.01108,1
GO:0006249,dCMP catabolic process,3,3,0.67,0.01108,1
GO:0019068,virion assembly,32,12,7.14,0.01366,1
GO:0030953,astral microtubule organization,8,5,1.78,0.01671,1
GO:0000387,spliceosomal snRNP assembly,19,8,4.24,0.02096,1
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,65,22,14.5,0.02152,1
GO:0031641,regulation of myelination,12,8,2.68,0.02490,1
GO:0018149,peptide cross-linking,6,4,1.34,0.02506,1
GO:0061436,establishment of skin barrier,6,4,1.34,0.02506,1
GO:0032981,mitochondrial respiratory chain complex I assembly,41,15,9.15,0.02644,1
GO:0060348,bone development,79,17,17.62,0.02901,1
GO:0048490,anterograde synaptic vesicle transport,9,5,2.01,0.03076,1
GO:0048535,lymph node development,9,5,2.01,0.03076,1
GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,52,13,11.6,0.03211,1
GO:0045880,positive regulation of smoothened signaling pathway,13,7,2.9,0.03226,1
GO:0003143,embryonic heart tube morphogenesis,22,10,4.91,0.03672,1
GO:2000147,positive regulation of cell motility,186,46,41.49,0.03676,1
GO:0002548,monocyte chemotaxis,13,6,2.9,0.03686,1
GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,10,5,2.23,0.03688,1
GO:0008535,respiratory chain complex IV assembly,12,5,2.68,0.03691,1
GO:0019433,triglyceride catabolic process,8,4,1.78,0.03692,1
