GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0007010,cytoskeleton organization,542,22,10.58,3.2e-05,0.3808
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,6,0.8,0.00013,0.7537
GO:0006278,RNA-dependent DNA biosynthetic process,79,7,1.54,0.00019,0.7537
GO:0033693,neurofilament bundle assembly,2,2,0.04,0.00038,0.9045
GO:0006248,CMP catabolic process,2,2,0.04,0.00038,0.9045
GO:0046050,UMP catabolic process,3,2,0.06,0.00112,1
GO:0006249,dCMP catabolic process,3,2,0.06,0.00112,1
GO:0046079,dUMP catabolic process,4,2,0.08,0.00221,1
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,10,2,0.2,0.01536,1
GO:0007131,reciprocal meiotic recombination,11,2,0.21,0.01853,1
GO:0071421,manganese ion transmembrane transport,2,2,0.04,0.01937,1
GO:0046135,pyrimidine nucleoside catabolic process,3,2,0.06,0.01938,1
GO:0043486,histone exchange,5,2,0.1,0.01938,1
GO:1905802,regulation of cellular response to manganese ion,1,1,0.02,0.01952,1
GO:0007066,female meiosis sister chromatid cohesion,1,1,0.02,0.01952,1
GO:0097080,plasma membrane selenite transport,1,1,0.02,0.01952,1
GO:0030026,cellular manganese ion homeostasis,1,1,0.02,0.01952,1
GO:0090164,asymmetric Golgi ribbon formation,1,1,0.02,0.01952,1
GO:0038162,erythropoietin-mediated signaling pathway,1,1,0.02,0.01952,1
GO:0014012,peripheral nervous system axon regeneration,1,1,0.02,0.01952,1
GO:0048194,Golgi vesicle budding,1,1,0.02,0.01952,1
GO:0035995,detection of muscle stretch,1,1,0.02,0.01952,1
GO:0090212,negative regulation of establishment of blood-brain barrier,1,1,0.02,0.01952,1
GO:0003400,regulation of COPII vesicle coating,1,1,0.02,0.01952,1
GO:1903760,regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,1,1,0.02,0.01952,1
GO:1990550,mitochondrial alpha-ketoglutarate transmembrane transport,1,1,0.02,0.01952,1
GO:0050957,equilibrioception,1,1,0.02,0.01952,1
GO:1990540,mitochondrial manganese ion transmembrane transport,1,1,0.02,0.01952,1
GO:0097324,melanocyte migration,1,1,0.02,0.01952,1
GO:0097326,melanocyte adhesion,1,1,0.02,0.01952,1
GO:0010424,DNA methylation on cytosine within a CG sequence,1,1,0.02,0.01952,1
GO:0060992,response to fungicide,1,1,0.02,0.01952,1
GO:0048769,sarcomerogenesis,1,1,0.02,0.01952,1
GO:1905188,positive regulation of metaphase/anaphase transition of meiosis I,1,1,0.02,0.01952,1
GO:0032571,response to vitamin K,1,1,0.02,0.01952,1
GO:0016038,absorption of visible light,1,1,0.02,0.01952,1
GO:0016039,absorption of UV light,1,1,0.02,0.01952,1
GO:0019230,proprioception,1,1,0.02,0.01952,1
GO:0030432,peristalsis,1,1,0.02,0.01952,1
GO:0033396,beta-alanine biosynthetic process via 3-ureidopropionate,1,1,0.02,0.01952,1
GO:0140331,aminophospholipid translocation,1,1,0.02,0.01952,1
GO:0006218,uridine catabolic process,1,1,0.02,0.01952,1
GO:0030240,skeletal muscle thin filament assembly,1,1,0.02,0.01952,1
GO:0030241,skeletal muscle myosin thick filament assembly,1,1,0.02,0.01952,1
GO:1901687,glutathione derivative biosynthetic process,1,1,0.02,0.01952,1
GO:0015074,DNA integration,33,3,0.64,0.02589,1
GO:0010592,positive regulation of lamellipodium assembly,14,2,0.27,0.02952,1
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,14,2,0.27,0.02952,1
GO:0016032,viral process,172,5,3.36,0.02955,1
GO:0032259,methylation,167,3,3.26,0.03035,1
