GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0006412,translation,352,222,152.81,6.6e-14,0
GO:0002181,cytoplasmic translation,42,30,18.23,1.9e-05,0.1131
GO:0032418,lysosome localization,32,18,13.89,8.5e-05,0.3372
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,30,17.8,0.00043,1
GO:0042274,ribosomal small subunit biogenesis,24,16,10.42,0.00054,1
GO:0006310,DNA recombination,160,74,69.46,0.00088,1
GO:0075713,establishment of integrated proviral latency,20,16,8.68,0.00094,1
GO:0044826,viral genome integration into host DNA,20,16,8.68,0.00094,1
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,14,12,6.08,0.00145,1
GO:0015074,DNA integration,33,23,14.33,0.00202,1
GO:0045292,mRNA cis splicing; via spliceosome,17,14,7.38,0.00437,1
GO:0006338,chromatin remodeling,94,54,40.81,0.00462,1
GO:0006413,translational initiation,75,47,32.56,0.00464,1
GO:0000398,mRNA splicing; via spliceosome,140,84,60.77,0.00558,1
GO:0019827,stem cell population maintenance,68,33,29.52,0.00616,1
GO:0006414,translational elongation,27,17,11.72,0.00665,1
GO:0031507,heterochromatin assembly,31,18,13.46,0.00693,1
GO:0006364,rRNA processing,84,45,36.46,0.00726,1
GO:0060271,cilium assembly,130,71,56.43,0.00969,1
GO:0030182,neuron differentiation,335,152,145.43,0.01056,1
GO:0006368,transcription elongation from RNA polymerase II promoter,32,21,13.89,0.01109,1
GO:0006281,DNA repair,244,104,105.92,0.01252,1
GO:0006278,RNA-dependent DNA biosynthetic process,79,34,34.29,0.01281,1
GO:0043484,regulation of RNA splicing,62,36,26.91,0.01497,1
GO:0070585,protein localization to mitochondrion,46,28,19.97,0.01525,1
GO:1990116,ribosome-associated ubiquitin-dependent protein catabolic process,5,5,2.17,0.01539,1
GO:0001833,inner cell mass cell proliferation,5,5,2.17,0.01539,1
GO:0035457,cellular response to interferon-alpha,5,5,2.17,0.01539,1
GO:0034101,erythrocyte homeostasis,77,34,33.43,0.01545,1
GO:0031669,cellular response to nutrient levels,87,38,37.77,0.01545,1
GO:0046718,viral entry into host cell,51,29,22.14,0.01587,1
GO:0032981,mitochondrial respiratory chain complex I assembly,41,25,17.8,0.01747,1
GO:0032508,DNA duplex unwinding,37,20,16.06,0.01840,1
GO:0000086,G2/M transition of mitotic cell cycle,57,25,24.74,0.02772,1
GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,7,6,3.04,0.02935,1
GO:0007286,spermatid development,48,25,20.84,0.03070,1
GO:0006120,mitochondrial electron transport; NADH to ubiquinone,17,11,7.38,0.03256,1
GO:0030155,regulation of cell adhesion,245,100,106.36,0.03341,1
GO:0006979,response to oxidative stress,158,68,68.59,0.03484,1
GO:0000209,protein polyubiquitination,117,62,50.79,0.03505,1
GO:0006999,nuclear pore organization,10,7,4.34,0.03545,1
GO:0090103,cochlea morphogenesis,4,4,1.74,0.03547,1
GO:0031442,positive regulation of mRNA 3'-end processing,4,4,1.74,0.03547,1
GO:0007023,post-chaperonin tubulin folding pathway,4,4,1.74,0.03547,1
GO:0010470,regulation of gastrulation,4,4,1.74,0.03547,1
GO:1905832,positive regulation of spindle assembly,4,4,1.74,0.03547,1
GO:0015889,cobalamin transport,4,4,1.74,0.03547,1
GO:0050908,detection of light stimulus involved in visual perception,4,4,1.74,0.03547,1
GO:0006260,DNA replication,129,57,56,0.03697,1
GO:0075522,IRES-dependent viral translational initiation,9,7,3.91,0.04036,1
