GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0006412,translation,352,214,162.42,2.3e-11,0
GO:0002181,cytoplasmic translation,41,29,18.92,0.00034,1
GO:0042274,ribosomal small subunit biogenesis,25,17,11.54,0.00094,1
GO:0034612,response to tumor necrosis factor,79,46,36.45,0.00202,1
GO:0007175,negative regulation of epidermal growth factor-activated receptor activity,8,8,3.69,0.00204,1
GO:0090141,positive regulation of mitochondrial fission,14,12,6.46,0.00278,1
GO:0006446,regulation of translational initiation,35,20,16.15,0.00278,1
GO:0032786,positive regulation of DNA-templated transcription; elongation,15,12,6.92,0.00442,1
GO:0097352,autophagosome maturation,37,24,17.07,0.00502,1
GO:0071539,protein localization to centrosome,22,16,10.15,0.00802,1
GO:0031175,neuron projection development,231,110,106.59,0.00805,1
GO:0032981,mitochondrial respiratory chain complex I assembly,41,27,18.92,0.00851,1
GO:0032482,Rab protein signal transduction,8,7,3.69,0.00962,1
GO:0051549,positive regulation of keratinocyte migration,6,6,2.77,0.00963,1
GO:0035646,endosome to melanosome transport,6,6,2.77,0.00963,1
GO:0033169,histone H3-K9 demethylation,6,6,2.77,0.00963,1
GO:0042147,retrograde transport; endosome to Golgi,46,28,21.23,0.01533,1
GO:0040029,regulation of gene expression; epigenetic,50,26,23.07,0.01789,1
GO:0007519,skeletal muscle tissue development,54,25,24.92,0.01801,1
GO:0006260,DNA replication,127,61,58.6,0.01880,1
GO:0097035,regulation of membrane lipid distribution,21,14,9.69,0.02083,1
GO:0007517,muscle organ development,81,41,37.37,0.02085,1
GO:0022900,electron transport chain,54,36,24.92,0.02085,1
GO:0006122,mitochondrial electron transport; ubiquinol to cytochrome c,5,5,2.31,0.02088,1
GO:0048667,cell morphogenesis involved in neuron differentiation,126,59,58.14,0.02094,1
GO:0050684,regulation of mRNA processing,51,24,23.53,0.02095,1
GO:0034101,erythrocyte homeostasis,76,35,35.07,0.02097,1
GO:0033627,cell adhesion mediated by integrin,23,10,10.61,0.02099,1
GO:0045740,positive regulation of DNA replication,16,12,7.38,0.02113,1
GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,21,14,9.69,0.02114,1
GO:0006334,nucleosome assembly,49,30,22.61,0.02234,1
GO:0034063,stress granule assembly,15,12,6.92,0.02463,1
GO:0030307,positive regulation of cell growth,56,33,25.84,0.02569,1
GO:0032465,regulation of cytokinesis,35,23,16.15,0.02696,1
GO:0070936,protein K48-linked ubiquitination,46,28,21.23,0.03137,1
GO:0006364,rRNA processing,85,46,39.22,0.03803,1
GO:0007283,spermatogenesis,116,66,53.52,0.03870,1
GO:0016032,viral process,170,82,78.44,0.04070,1
GO:0031293,membrane protein intracellular domain proteolysis,7,6,3.23,0.04076,1
GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,7,6,3.23,0.04076,1
GO:0055091,phospholipid homeostasis,7,6,3.23,0.04076,1
GO:0007405,neuroblast proliferation,17,9,7.84,0.04087,1
GO:0007059,chromosome segregation,173,89,79.82,0.04182,1
GO:1902600,proton transmembrane transport,42,28,19.38,0.04190,1
GO:0055072,iron ion homeostasis,42,23,19.38,0.04220,1
GO:0007098,centrosome cycle,62,31,28.61,0.04232,1
GO:0043162,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,19,13,8.77,0.04242,1
GO:0045333,cellular respiration,79,47,36.45,0.04479,1
GO:0006891,intra-Golgi vesicle-mediated transport,11,9,5.08,0.04518,1
GO:0006497,protein lipidation,55,28,25.38,0.04525,1
