GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0006412,translation,370,63,29.75,4.7e-12,0
GO:0051170,import into nucleus,71,7,5.71,0.00052,1
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,10,3.3,0.00119,1
GO:0006278,RNA-templated DNA biosynthetic process,79,12,6.35,0.00213,1
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,14,5,1.13,0.00358,1
GO:0007420,brain development,182,16,14.63,0.00443,1
GO:0036158,outer dynein arm assembly,5,3,0.4,0.00457,1
GO:0006665,sphingolipid metabolic process,67,7,5.39,0.00592,1
GO:0030916,otic vesicle formation,2,2,0.16,0.00645,1
GO:0060134,prepulse inhibition,2,2,0.16,0.00645,1
GO:0006601,creatine biosynthetic process,2,2,0.16,0.00645,1
GO:0035998,7;8-dihydroneopterin 3'-triphosphate biosynthetic process,2,2,0.16,0.00645,1
GO:0006334,nucleosome assembly,44,9,3.54,0.00729,1
GO:1902416,positive regulation of mRNA binding,6,3,0.48,0.00860,1
GO:0070886,positive regulation of calcineurin-NFAT signaling cascade,6,3,0.48,0.00860,1
GO:0032508,DNA duplex unwinding,37,7,2.97,0.01506,1
GO:1900745,positive regulation of p38MAPK cascade,13,4,1.05,0.01644,1
GO:0006259,DNA metabolic process,507,43,40.76,0.01651,1
GO:0003351,epithelial cilium movement involved in extracellular fluid movement,7,3,0.56,0.01828,1
GO:0001732,formation of cytoplasmic translation initiation complex,3,2,0.24,0.01833,1
GO:0060059,embryonic retina morphogenesis in camera-type eye,3,2,0.24,0.01833,1
GO:1903003,positive regulation of protein deubiquitination,3,2,0.24,0.01833,1
GO:0090179,planar cell polarity pathway involved in neural tube closure,3,2,0.24,0.01833,1
GO:0046549,retinal cone cell development,3,2,0.24,0.01833,1
GO:0001654,eye development,93,10,7.48,0.02129,1
GO:0006413,translational initiation,75,10,6.03,0.02529,1
GO:0043583,ear development,48,7,3.86,0.03453,1
GO:0010842,retina layer formation,4,2,0.32,0.03471,1
GO:0045039,protein insertion into mitochondrial inner membrane,4,2,0.32,0.03471,1
GO:0036089,cleavage furrow formation,4,2,0.32,0.03471,1
GO:0051930,regulation of sensory perception of pain,4,2,0.32,0.03471,1
GO:0002053,positive regulation of mesenchymal cell proliferation,4,2,0.32,0.03471,1
GO:0090103,cochlea morphogenesis,4,2,0.32,0.03471,1
GO:0006563,L-serine metabolic process,4,2,0.32,0.03471,1
GO:0043031,negative regulation of macrophage activation,4,2,0.32,0.03471,1
GO:0098719,sodium ion import across plasma membrane,4,2,0.32,0.03471,1
GO:0002155,regulation of thyroid hormone mediated signaling pathway,4,2,0.32,0.03471,1
GO:0006476,protein deacetylation,48,4,3.86,0.03489,1
GO:0034765,regulation of ion transmembrane transport,95,6,7.64,0.03511,1
GO:0015937,coenzyme A biosynthetic process,10,3,0.8,0.04047,1
GO:0007026,negative regulation of microtubule depolymerization,10,3,0.8,0.04047,1
GO:0006414,translational elongation,27,6,2.17,0.04208,1
GO:0071805,potassium ion transmembrane transport,41,6,3.3,0.04236,1
GO:0042733,embryonic digit morphogenesis,17,4,1.37,0.04238,1
GO:0015074,DNA integration,33,6,2.65,0.04509,1
GO:0007018,microtubule-based movement,114,12,9.17,0.04570,1
GO:0030036,actin cytoskeleton organization,274,19,22.03,0.04723,1
GO:0035725,sodium ion transmembrane transport,28,6,2.25,0.05201,1
GO:0060037,pharyngeal system development,8,3,0.64,0.05466,1
GO:0030539,male genitalia development,5,2,0.4,0.05480,1
