GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0007229,integrin-mediated signaling pathway,40,25,9.89,7.1e-07,0.0084
GO:0006954,inflammatory response,195,92,48.22,2.5e-06,0.0149
GO:0032755,positive regulation of interleukin-6 production,35,20,8.65,4.1e-05,0.1398
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,65,31,16.07,4.7e-05,0.1398
GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II,19,13,4.7,7.2e-05,0.1714
GO:0045087,innate immune response,173,64,42.78,0.00020,0.3967
GO:0050729,positive regulation of inflammatory response,41,23,10.14,0.00024,0.408
GO:0030593,neutrophil chemotaxis,26,13,6.43,0.00035,0.4879
GO:0051897,positive regulation of protein kinase B signaling,34,18,8.41,0.00037,0.4879
GO:0007160,cell-matrix adhesion,65,31,16.07,0.00041,0.4879
GO:0051092,positive regulation of NF-kappaB transcription factor activity,69,30,17.06,0.00048,0.5193
GO:0032729,positive regulation of interferon-gamma production,22,13,5.44,0.00061,0.5951
GO:0000902,cell morphogenesis,287,103,70.97,0.00068,0.5951
GO:1901224,positive regulation of NIK/NF-kappaB signaling,25,14,6.18,0.00080,0.5951
GO:0051607,defense response to virus,91,33,22.5,0.00080,0.5951
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,26,14,6.43,0.00082,0.5951
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,13,9,3.21,0.00090,0.5951
GO:0006952,defense response,434,174,107.32,0.00096,0.5951
GO:0006631,fatty acid metabolic process,118,31,29.18,0.00110,0.5951
GO:0045600,positive regulation of fat cell differentiation,25,13,6.18,0.00111,0.5951
GO:0006955,immune response,434,181,107.32,0.00119,0.5951
GO:1904646,cellular response to amyloid-beta,9,7,2.23,0.00124,0.5951
GO:0045429,positive regulation of nitric oxide biosynthetic process,9,7,2.23,0.00124,0.5951
GO:0030225,macrophage differentiation,18,11,4.45,0.00124,0.5951
GO:0030214,hyaluronan catabolic process,7,6,1.73,0.00125,0.5951
GO:0045766,positive regulation of angiogenesis,51,25,12.61,0.00147,0.6612
GO:0030890,positive regulation of B cell proliferation,21,12,5.19,0.00150,0.6612
GO:0090630,activation of GTPase activity,19,11,4.7,0.00205,0.8713
GO:0003151,outflow tract morphogenesis,20,14,4.95,0.00320,1
GO:0071526,semaphorin-plexin signaling pathway,12,9,2.97,0.00324,1
GO:0007165,signal transduction,1751,547,433,0.00324,1
GO:0042632,cholesterol homeostasis,31,15,7.67,0.00360,1
GO:0006909,phagocytosis,72,31,17.8,0.00370,1
GO:0002548,monocyte chemotaxis,13,7,3.21,0.00372,1
GO:0030502,negative regulation of bone mineralization,5,5,1.24,0.00372,1
GO:0032836,glomerular basement membrane development,5,5,1.24,0.00372,1
GO:0071318,cellular response to ATP,4,4,0.99,0.00373,1
GO:0042450,arginine biosynthetic process via ornithine,4,4,0.99,0.00373,1
GO:0044205,'de novo' UMP biosynthetic process,4,4,0.99,0.00373,1
GO:0034144,negative regulation of toll-like receptor 4 signaling pathway,4,4,0.99,0.00373,1
GO:0010718,positive regulation of epithelial to mesenchymal transition,20,13,4.95,0.00379,1
GO:0010575,positive regulation of vascular endothelial growth factor production,15,9,3.71,0.00383,1
GO:0035987,endodermal cell differentiation,15,8,3.71,0.00396,1
GO:0007186,G protein-coupled receptor signaling pathway,222,85,54.9,0.00400,1
GO:0008284,positive regulation of cell population proliferation,261,94,64.54,0.00403,1
GO:0000302,response to reactive oxygen species,68,21,16.82,0.00438,1
GO:0033690,positive regulation of osteoblast proliferation,6,5,1.48,0.00439,1
GO:0003148,outflow tract septum morphogenesis,6,5,1.48,0.00439,1
GO:0002091,negative regulation of receptor internalization,6,5,1.48,0.00439,1
GO:0090331,negative regulation of platelet aggregation,6,5,1.48,0.00439,1
