GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_down
GO:0006412,translation,352,152,83.63,2.9e-17,0
GO:0006310,DNA recombination,160,42,38.02,4.7e-06,0.028
GO:0032981,mitochondrial respiratory chain complex I assembly,41,23,9.74,8.2e-06,0.0298
GO:0006278,RNA-dependent DNA biosynthetic process,79,28,18.77,1.0e-05,0.0298
GO:0090502,RNA phosphodiester bond hydrolysis; endonucleolytic,41,22,9.74,1.6e-05,0.0381
GO:0015074,DNA integration,33,19,7.84,3.1e-05,0.0615
GO:0006413,translational initiation,75,31,17.82,5.8e-05,0.0986
GO:0042274,ribosomal small subunit biogenesis,24,13,5.7,7.1e-05,0.1056
GO:0075713,establishment of integrated proviral latency,20,13,4.75,0.00010,0.119
GO:0044826,viral genome integration into host DNA,20,13,4.75,0.00010,0.119
GO:0006414,translational elongation,27,18,6.42,0.00017,0.1839
GO:0001682,tRNA 5'-leader removal,8,7,1.9,0.00027,0.2678
GO:0006120,mitochondrial electron transport; NADH to ubiquinone,17,11,4.04,0.00038,0.3479
GO:0006364,rRNA processing,84,32,19.96,0.00057,0.4845
GO:0046718,viral entry into host cell,51,22,12.12,0.00116,0.9203
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,14,9,3.33,0.00145,1
GO:0046079,dUMP catabolic process,4,4,0.95,0.00318,1
GO:1904667,negative regulation of ubiquitin protein ligase activity,8,6,1.9,0.00318,1
GO:0033617,mitochondrial cytochrome c oxidase assembly,8,6,1.9,0.00318,1
GO:0006123,mitochondrial electron transport; cytochrome c to oxygen,6,5,1.43,0.00363,1
GO:0006749,glutathione metabolic process,24,12,5.7,0.00397,1
GO:0006281,DNA repair,244,62,57.97,0.00659,1
GO:0006783,heme biosynthetic process,10,8,2.38,0.01014,1
GO:0045494,photoreceptor cell maintenance,12,7,2.85,0.01061,1
GO:0042744,hydrogen peroxide catabolic process,5,4,1.19,0.01288,1
GO:0045329,carnitine biosynthetic process,5,4,1.19,0.01288,1
GO:2000436,positive regulation of protein neddylation,5,4,1.19,0.01288,1
GO:0007130,synaptonemal complex assembly,5,4,1.19,0.01288,1
GO:0009650,UV protection,5,4,1.19,0.01288,1
GO:0006122,mitochondrial electron transport; ubiquinol to cytochrome c,5,4,1.19,0.01288,1
GO:0006249,dCMP catabolic process,3,3,0.71,0.01339,1
GO:1990592,protein K69-linked ufmylation,3,3,0.71,0.01339,1
GO:0046050,UMP catabolic process,3,3,0.71,0.01339,1
GO:0035723,interleukin-15-mediated signaling pathway,3,3,0.71,0.01339,1
GO:0106035,protein maturation by [4Fe-4S] cluster transfer,3,3,0.71,0.01339,1
GO:0035616,histone H2B conserved C-terminal lysine deubiquitination,3,3,0.71,0.01339,1
GO:2000435,negative regulation of protein neddylation,3,3,0.71,0.01339,1
GO:0060271,cilium assembly,130,41,30.89,0.01515,1
GO:0035269,protein O-linked mannosylation,10,6,2.38,0.01526,1
GO:0032024,positive regulation of insulin secretion,16,8,3.8,0.02186,1
GO:0042273,ribosomal large subunit biogenesis,29,15,6.89,0.02652,1
GO:0016558,protein import into peroxisome matrix,11,6,2.61,0.02690,1
GO:0090314,positive regulation of protein targeting to membrane,11,6,2.61,0.02690,1
GO:0032259,methylation,167,39,39.68,0.02970,1
GO:0045116,protein neddylation,15,11,3.56,0.03104,1
GO:0060307,regulation of ventricular cardiac muscle cell membrane repolarization,6,4,1.43,0.03137,1
GO:0021549,cerebellum development,27,6,6.42,0.03157,1
GO:0006869,lipid transport,133,25,31.6,0.03201,1
GO:0002181,cytoplasmic translation,42,17,9.98,0.03915,1
GO:0000027,ribosomal large subunit assembly,13,6,3.09,0.03979,1
