GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0006954,inflammatory response,198,60,32.59,1.8e-05,0.2127
GO:0032755,positive regulation of interleukin-6 production,35,15,5.76,0.00020,0.9453
GO:0006955,immune response,464,136,76.38,0.00024,0.9453
GO:0009617,response to bacterium,159,46,26.17,0.00033,0.9748
GO:0006631,fatty acid metabolic process,118,24,19.42,0.00058,1
GO:0002314,germinal center B cell differentiation,6,5,0.99,0.00062,1
GO:0032760,positive regulation of tumor necrosis factor production,29,12,4.77,0.00125,1
GO:0042742,defense response to bacterium,54,18,8.89,0.00200,1
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,13,7,2.14,0.00220,1
GO:0002230,positive regulation of defense response to virus by host,10,6,1.65,0.00226,1
GO:0006508,proteolysis,742,108,122.14,0.00273,1
GO:0097421,liver regeneration,5,4,0.82,0.00318,1
GO:0006952,defense response,439,123,72.26,0.00352,1
GO:0009653,anatomical structure morphogenesis,773,138,127.25,0.00434,1
GO:0009143,nucleoside triphosphate catabolic process,8,6,1.32,0.00442,1
GO:0014850,response to muscle activity,3,3,0.49,0.00445,1
GO:0070106,interleukin-27-mediated signaling pathway,3,3,0.49,0.00445,1
GO:0032693,negative regulation of interleukin-10 production,3,3,0.49,0.00445,1
GO:0006002,fructose 6-phosphate metabolic process,3,3,0.49,0.00445,1
GO:0006154,adenosine catabolic process,3,3,0.49,0.00445,1
GO:0045087,innate immune response,173,45,28.48,0.00483,1
GO:0000413,protein peptidyl-prolyl isomerization,18,8,2.96,0.00488,1
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,65,19,10.7,0.00693,1
GO:0006909,phagocytosis,72,19,11.85,0.00714,1
GO:0031647,regulation of protein stability,157,24,25.84,0.00789,1
GO:0070098,chemokine-mediated signaling pathway,12,6,1.98,0.00825,1
GO:0032481,positive regulation of type I interferon production,33,13,5.43,0.00830,1
GO:1900017,positive regulation of cytokine production involved in inflammatory response,9,5,1.48,0.00843,1
GO:0050885,neuromuscular process controlling balance,16,7,2.63,0.00932,1
GO:0009636,response to toxic substance,36,10,5.93,0.00933,1
GO:0070374,positive regulation of ERK1 and ERK2 cascade,58,17,9.55,0.01004,1
GO:0006006,glucose metabolic process,70,15,11.52,0.01368,1
GO:0030890,positive regulation of B cell proliferation,21,8,3.46,0.01434,1
GO:0045071,negative regulation of viral genome replication,14,6,2.3,0.01459,1
GO:0051607,defense response to virus,97,31,15.97,0.01506,1
GO:0034142,toll-like receptor 4 signaling pathway,19,8,3.13,0.01551,1
GO:0002548,monocyte chemotaxis,13,7,2.14,0.01551,1
GO:0060333,interferon-gamma-mediated signaling pathway,10,5,1.65,0.01557,1
GO:0034154,toll-like receptor 7 signaling pathway,6,4,0.99,0.01558,1
GO:0034405,response to fluid shear stress,13,5,2.14,0.01559,1
GO:0045646,regulation of erythrocyte differentiation,27,7,4.44,0.01560,1
GO:0045055,regulated exocytosis,58,12,9.55,0.01560,1
GO:0051754,meiotic sister chromatid cohesion; centromeric,4,3,0.66,0.01561,1
GO:0031642,negative regulation of myelination,4,3,0.66,0.01561,1
GO:0016554,cytidine to uridine editing,4,3,0.66,0.01561,1
GO:0044205,'de novo' UMP biosynthetic process,4,3,0.66,0.01561,1
GO:1900121,negative regulation of receptor binding,4,3,0.66,0.01561,1
GO:0032700,negative regulation of interleukin-17 production,4,3,0.66,0.01561,1
GO:0071318,cellular response to ATP,4,3,0.66,0.01561,1
GO:0034144,negative regulation of toll-like receptor 4 signaling pathway,4,3,0.66,0.01561,1
