GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0060907,positive regulation of macrophage cytokine production,11,11,3.03,6.8e-07,0.0081
GO:0032755,positive regulation of interleukin-6 production,35,23,9.65,2.7e-06,0.0161
GO:0007229,integrin-mediated signaling pathway,40,25,11.02,5.5e-06,0.0211
GO:0006954,inflammatory response,195,95,53.74,7.1e-06,0.0211
GO:0032760,positive regulation of tumor necrosis factor production,29,18,7.99,0.00010,0.204
GO:0007165,signal transduction,1751,575,482.59,0.00012,0.204
GO:0030225,macrophage differentiation,18,12,4.96,0.00012,0.204
GO:0032481,positive regulation of type I interferon production,33,20,9.1,0.00022,0.2909
GO:0045429,positive regulation of nitric oxide biosynthetic process,9,8,2.48,0.00022,0.2909
GO:0006631,fatty acid metabolic process,118,44,32.52,0.00028,0.3332
GO:0045087,innate immune response,173,75,47.68,0.00048,0.5193
GO:0009636,response to toxic substance,36,14,9.92,0.00071,0.6461
GO:1900016,negative regulation of cytokine production involved in inflammatory response,8,7,2.2,0.00073,0.6461
GO:0070374,positive regulation of ERK1 and ERK2 cascade,58,28,15.99,0.00076,0.6461
GO:0071526,semaphorin-plexin signaling pathway,12,9,3.31,0.00085,0.6744
GO:0050729,positive regulation of inflammatory response,41,23,11.3,0.00091,0.6769
GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II,19,12,5.24,0.00124,0.8547
GO:0050832,defense response to fungus,11,9,3.03,0.00157,0.8547
GO:0045730,respiratory burst,13,9,3.58,0.00158,0.8547
GO:2000178,negative regulation of neural precursor cell proliferation,7,6,1.93,0.00158,0.8547
GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,5,5,1.38,0.00158,0.8547
GO:1900227,positive regulation of NLRP3 inflammasome complex assembly,5,5,1.38,0.00158,0.8547
GO:0010718,positive regulation of epithelial to mesenchymal transition,20,14,5.51,0.00177,0.9159
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,54,29,14.88,0.00185,0.9174
GO:0043536,positive regulation of blood vessel endothelial cell migration,26,16,7.17,0.00287,1
GO:0098586,cellular response to virus,35,14,9.65,0.00293,1
GO:0008217,regulation of blood pressure,35,16,9.65,0.00359,1
GO:0032722,positive regulation of chemokine production,24,18,6.61,0.00432,1
GO:0006955,immune response,434,195,119.61,0.00451,1
GO:0002250,adaptive immune response,116,61,31.97,0.00490,1
GO:0007160,cell-matrix adhesion,65,32,17.91,0.00500,1
GO:0032728,positive regulation of interferon-beta production,19,11,5.24,0.00519,1
GO:0042110,T cell activation,185,64,50.99,0.00563,1
GO:0030036,actin cytoskeleton organization,274,109,75.52,0.00566,1
GO:0034405,response to fluid shear stress,13,8,3.58,0.00574,1
GO:0046579,positive regulation of Ras protein signal transduction,15,8,4.13,0.00574,1
GO:0035336,long-chain fatty-acyl-CoA metabolic process,5,5,1.38,0.00575,1
GO:0034154,toll-like receptor 7 signaling pathway,6,5,1.65,0.00575,1
GO:0042450,arginine biosynthetic process via ornithine,4,4,1.1,0.00576,1
GO:1900121,negative regulation of receptor binding,4,4,1.1,0.00576,1
GO:0055089,fatty acid homeostasis,4,4,1.1,0.00576,1
GO:0034144,negative regulation of toll-like receptor 4 signaling pathway,4,4,1.1,0.00576,1
GO:0002230,positive regulation of defense response to virus by host,10,7,2.76,0.00633,1
GO:0008340,determination of adult lifespan,10,7,2.76,0.00633,1
GO:0045071,negative regulation of viral genome replication,14,8,3.86,0.00633,1
GO:0070527,platelet aggregation,20,13,5.51,0.00707,1
GO:0030889,negative regulation of B cell proliferation,8,6,2.2,0.00714,1
GO:0007616,long-term memory,8,6,2.2,0.00714,1
GO:0045618,positive regulation of keratinocyte differentiation,8,6,2.2,0.00714,1
GO:0030206,chondroitin sulfate biosynthetic process,8,6,2.2,0.00714,1
